AccX,AccY,AccZ,GyroX,GyroY,GyroZ
-1.95,9.03,2.51, -0.07,-0.11,0.02
-2.77,8.23,2.58, -0.08,0.04,-0.08
-1.15,8.86,3.14, -0.03,0.04,-0.07
-2.55,9.03,1.76, -0.13,0.02,-0.16
-1.67,9.04,2.10, -0.06,-0.14,0.06
-2.48,8.64,2.71, -0.05,0.03,-0.13
-1.96,8.80,1.84, -0.11,-0.20,0.02
-1.77,8.49,3.55, -0.04,-0.07,-0.08
-1.74,8.90,1.90, -0.26,-0.09,-0.02
-3.17,8.40,2.59, -0.12,0.10,0.01
-2.71,8.66,2.77, -0.15,0.15,-0.04
-1.79,8.64,3.34, -0.12,0.04,0.03
-1.47,8.40,3.30, -0.08,-0.04,-0.17
-2.04,9.14,2.64, -0.22,0.17,0.06
-2.03,8.51,3.24, -0.11,-0.03,0.20
-1.78,8.35,3.56, -0.13,-0.12,0.05
-2.07,8.86,2.90, -0.22,-0.03,0.03
-2.11,8.28,3.23, -0.17,-0.01,-0.05
-2.16,8.11,3.26, -0.30,0.17,0.06
-3.39,7.42,3.72, -0.07,0.01,-0.12
-2.73,7.57,4.16, -0.12,-0.11,-0.03
-2.68,7.95,4.32, -0.06,-0.12,-0.04
-2.91,7.93,4.08, 0.47,-0.67,0.03
-1.56,8.62,3.73, 0.24,-0.97,0.34
-1.24,8.22,-2.30, -0.11,0.28,-0.15
-2.02,8.51,2.79, -0.09,-0.02,-0.06
-2.07,9.12,2.89, -0.05,-0.09,-0.04
-2.12,8.63,3.31, -0.09,-0.01,-0.05
-2.42,8.53,3.27, -0.02,-0.15,-0.04
-1.80,8.87,2.64, -0.07,-0.04,0.01
-2.02,8.74,2.55, -0.09,-0.26,0.07
-2.05,8.28,2.61, -0.13,-0.11,0.03
-2.30,9.12,3.15, -0.04,-0.18,0.01
-1.27,8.47,3.17, -0.17,0.17,0.13
-2.38,8.70,3.41, -0.03,-0.02,-0.11
-1.95,8.53,2.69, -0.16,0.14,-0.04
-2.06,8.80,3.15, -0.01,-0.17,-0.06
-2.37,8.49,2.81, -0.06,-0.00,-0.13
-2.67,8.48,2.51, -0.07,-0.05,-0.10
-2.26,8.20,3.95, -0.00,-0.11,-0.08
-1.78,8.88,2.64, -0.12,-0.09,0.09
-1.41,8.64,2.79, -0.09,-0.08,0.12
-2.16,8.10,3.34, -0.11,0.06,0.00
-1.19,8.88,3.22, -0.11,0.06,-0.02
-2.35,8.53,3.57, 0.00,-0.13,-0.08
-1.78,8.48,2.78, -0.06,-0.21,-0.03
-1.81,8.78,2.94, -0.08,0.03,0.00
-1.74,8.68,2.63, 0.03,-0.31,0.08
-1.96,8.67,3.91, 0.13,-0.31,-0.16
-0.80,8.95,3.00, -0.02,-0.10,-0.09
-1.58,8.71,2.57, -0.15,0.07,0.13
-2.49,8.51,2.76, -0.10,0.09,-0.07
-1.14,8.92,2.99, -0.13,0.17,0.13
-2.78,8.08,2.98, -0.16,0.30,-0.13
-1.53,8.91,2.26, -0.13,-0.01,-0.04
-2.51,8.93,2.83, -0.04,-0.01,-0.08
-1.84,8.84,2.39, -0.07,-0.06,0.07
-2.36,8.73,2.84, -0.06,0.01,-0.16
-2.29,8.90,2.77, -0.07,-0.14,0.06
-2.50,8.91,2.46, -0.08,-0.05,-0.02
-1.48,8.89,2.49, -0.14,-0.04,0.16
-2.19,8.60,2.90, -0.10,0.13,-0.13
-2.42,9.15,2.36, -0.09,0.01,-0.02
-2.55,8.64,2.60, -0.06,-0.09,-0.05
-1.83,8.98,2.37, -0.07,-0.07,0.02
-2.43,8.41,3.00, -0.06,-0.06,-0.08
-1.87,9.00,2.55, -0.09,-0.07,0.02
-1.79,8.17,3.25, -0.01,-0.09,-0.17
-2.62,9.15,2.53, -0.12,0.07,0.05
-2.59,8.06,4.07, -0.03,-0.04,-0.03
-2.54,8.79,2.29, -0.08,-0.10,0.07
-2.53,9.18,2.37, -0.03,0.03,-0.14
-1.81,9.03,2.21, -0.07,0.01,0.10
-2.96,8.52,2.52, -0.05,-0.02,-0.01
-1.79,9.62,1.98, 0.01,-0.14,-0.09
-2.36,8.55,2.55, -0.22,0.24,-0.02
-2.96,8.67,2.05, -0.11,0.00,0.05
-2.62,8.96,1.95, -0.11,0.02,-0.20
-2.61,8.67,2.21, -0.07,0.02,-0.03
-1.53,9.06,2.46, -0.11,0.06,-0.01
-2.89,8.84,2.22, -0.11,-0.01,-0.00
-1.68,8.72,2.68, -0.11,0.12,-0.06
-2.26,8.97,1.81, -0.13,-0.05,0.09
-2.66,9.01,1.58, -0.10,-0.09,-0.17
-2.06,9.23,3.03, 0.05,-0.26,-0.04
-2.36,8.79,1.64, -0.12,-0.03,0.07
-2.80,8.82,2.46, -0.07,-0.21,0.09
-2.00,9.32,1.34, -0.21,-0.03,0.01
-1.76,8.59,3.25, -0.07,-0.26,-0.05
-1.85,8.77,1.58, -0.27,-0.11,0.12
-1.91,9.31,1.94, -0.40,-0.14,0.19
-1.31,9.16,2.30, -0.45,0.21,0.10
-3.21,8.06,3.22, -0.36,0.35,-0.03
-1.76,9.16,3.64, -0.29,-0.22,0.22
-3.70,10.56,5.39, -0.38,0.15,0.26
-2.12,8.34,3.30, -0.38,0.02,-0.07
-1.70,8.02,3.54, -0.36,-0.21,-0.09
-2.00,8.24,3.82, -0.33,-0.19,-0.25
-0.64,8.10,4.02, -0.58,-0.01,0.04
-1.90,8.08,4.36, -0.37,-0.06,-0.07
-2.14,7.88,4.65, -0.41,-0.01,-0.08
-2.31,7.39,5.18, -0.31,-0.09,-0.16
-2.49,7.21,5.25, -0.29,-0.02,-0.03
-3.11,6.74,5.30, -0.17,0.14,0.03
-2.43,7.35,4.43, -0.03,-0.03,0.06
-3.45,7.02,4.73, 0.00,-0.24,0.23
-1.01,7.09,1.88, 0.04,0.03,-0.30
-1.76,8.77,1.95, -0.13,0.16,0.10
-1.87,8.93,2.46, -0.11,-0.10,0.05
-2.24,8.59,2.59, -0.14,0.00,-0.32
-1.42,8.52,3.41, -0.53,0.29,0.20
-1.49,8.49,3.65, -0.43,0.17,0.12
-2.43,8.39,2.97, -0.40,0.13,0.18
-1.97,8.63,4.29, -0.20,0.36,-0.05
-0.83,8.06,4.66, -0.29,0.47,0.15
-1.99,7.86,4.52, -0.19,0.21,-0.03
-2.14,8.08,4.35, -0.09,-0.11,0.08
-1.99,7.82,4.22, -0.21,0.12,0.11
-1.50,7.91,3.79, 0.00,-0.14,0.00
-2.26,8.43,4.12, -0.09,0.04,0.09
-1.88,8.28,3.51, 0.04,-0.35,-0.25
-2.43,8.19,3.85, -0.10,0.00,-0.06
-2.39,8.40,3.64, -0.03,-0.13,0.20
-2.78,8.03,4.17, -0.24,-0.02,-0.02
-2.53,7.58,4.41, -0.40,0.35,0.21
-3.07,7.21,4.83, -0.14,0.04,-0.06
-3.10,7.25,4.65, -0.06,-0.13,-0.20
-3.16,7.39,4.63, -0.10,-0.06,-0.14
-3.52,7.28,4.57, -0.13,0.00,-0.05
-3.22,7.40,4.19, -0.00,0.00,-0.03
-3.51,7.38,4.09, 0.06,-0.06,-0.08
-3.25,7.62,3.99, 0.00,-0.10,-0.03
-3.39,7.62,3.91, 0.06,-0.07,-0.17
-4.11,6.90,4.13, 0.05,-0.09,-0.09
-3.97,7.58,3.58, 0.06,-0.05,-0.22
-3.83,7.61,3.62, 0.06,-0.05,-0.21
-3.86,7.08,3.55, 0.04,-0.04,-0.12
-4.54,7.73,3.28, -0.08,-0.00,0.04
-3.79,8.01,3.17, -0.14,0.14,0.27
-4.77,7.62,3.28, -0.15,0.09,0.27
-4.42,7.54,3.42, 0.01,-0.06,-0.11
-4.89,7.66,2.59, 0.02,0.07,-0.09
-5.04,7.51,2.43, -0.03,0.11,-0.03
-5.00,7.71,2.59, -0.02,0.08,-0.03
-4.83,7.60,2.20, -0.02,0.11,-0.02
-5.08,7.55,2.16, -0.02,0.12,-0.04
-4.92,7.54,2.13, 0.00,0.11,-0.09
-5.23,7.47,2.00, -0.02,0.08,-0.11
-5.41,7.45,1.79, 0.01,0.06,-0.18
-5.32,7.43,1.78, 0.01,0.01,-0.17
-5.10,7.47,1.78, 0.06,0.05,-0.24
-5.85,7.45,1.92, 0.02,0.03,-0.21
-5.79,7.22,1.48, -0.00,0.06,-0.19
-5.90,7.40,1.42, -0.02,-0.03,-0.17
-5.83,7.55,1.47, -0.01,0.02,-0.13
-6.59,6.93,1.42, -0.08,0.11,-0.11
-6.37,7.19,1.28, -0.05,0.05,-0.15
-6.51,7.38,1.19, -0.08,0.09,-0.06
-3.29,8.73,1.73, -0.24,0.19,0.10
-6.28,7.01,0.93, -0.14,-0.06,0.04
-5.75,7.18,2.15, -0.26,-0.25,0.12
-5.78,7.72,0.96, -0.15,-0.21,-0.05
-5.92,10.14,2.15, -0.35,0.26,0.20
-4.59,7.42,2.17, 0.04,-0.78,0.62
-4.42,7.17,2.55, -0.42,-0.45,0.16
-4.98,7.39,2.86, -0.27,0.06,-0.17
-4.79,7.14,3.09, -0.29,-0.12,0.07
-4.92,7.37,3.54, -0.26,-0.23,0.13
-4.59,6.97,3.55, -0.15,-0.36,0.08
-4.26,6.51,3.64, -0.19,-0.40,0.09
-3.67,6.71,4.25, -0.11,-0.16,-0.03
-3.40,6.56,4.09, -0.06,-0.33,-0.18
-3.48,6.56,4.70, -0.06,-0.33,-0.04
-3.56,6.97,4.34, -0.10,-0.08,0.09
-3.79,6.51,5.59, -0.12,-0.10,0.02
-3.74,6.67,5.34, -0.09,-0.11,-0.14
-3.53,6.85,4.07, -0.08,-0.12,-0.05
-3.82,6.43,4.42, -0.02,-0.14,0.14
-4.36,5.99,5.13, -0.29,0.21,0.46
-3.03,7.49,4.41, -0.12,0.14,0.33
-2.86,8.43,4.95, -0.16,0.42,0.23
-2.26,7.82,4.06, -0.14,0.24,0.33
-3.17,8.38,4.34, -0.04,0.35,0.17
-1.90,7.91,3.58, -0.05,0.48,-0.13
-4.17,7.22,3.70, -0.07,0.25,0.20
-2.45,8.28,2.97, 0.14,-0.08,0.00
-3.85,8.73,2.64, -0.25,-0.12,0.10
-3.88,8.30,2.21, -0.40,0.28,0.49
-3.33,7.50,3.47, -0.31,-0.07,-0.08
-3.38,7.48,3.59, -0.39,-0.38,-0.24
-3.10,6.79,4.35, -0.64,-0.76,0.02
-3.11,6.87,5.05, -0.37,-0.29,-0.30
-3.36,6.51,5.44, -0.52,0.12,0.04
-3.38,6.39,5.92, -0.41,0.16,-0.00
-4.01,6.54,5.98, 0.05,-0.52,-0.20
-3.13,6.49,6.78, 0.07,-0.59,-0.08
-3.66,6.24,5.76, -0.07,-0.36,-0.14
-2.88,5.83,5.00, -0.18,-0.50,-0.03
-3.87,8.37,4.76, 0.12,-0.82,-0.40
-2.53,6.83,5.56, 0.14,-0.52,-0.56
-3.47,6.61,4.97, 0.01,-0.53,-0.39
-2.94,6.89,4.69, 0.03,-0.64,-0.44
-1.15,6.89,5.88, 0.29,-0.75,-0.55
-2.91,6.53,5.65, -0.14,0.59,0.21
-3.82,6.26,5.66, -0.19,0.70,0.21
-3.47,6.07,5.37, 0.02,-0.04,0.14
-3.65,5.75,5.52, -0.07,0.49,0.49
-4.33,7.13,6.32, -0.31,0.65,0.70
-0.99,8.31,4.75, -0.08,0.03,0.09
-2.88,8.52,4.20, -0.02,-0.07,0.20
-1.88,7.79,3.89, -0.15,-0.13,0.16
-2.27,7.15,3.36, -0.21,0.00,-0.02
-3.38,6.54,4.04, -0.22,-0.16,-0.31
-3.23,7.10,4.96, -0.06,-0.58,-0.87
-2.80,6.75,4.24, 0.27,-0.50,-0.23
-3.11,6.22,4.93, 0.13,0.03,0.31
-3.33,6.07,5.79, 0.18,-0.01,0.07
-4.07,7.37,6.26, -0.15,-0.28,-0.30
-3.20,7.82,3.56, 0.02,-0.51,-0.45
-2.81,6.79,4.75, 0.18,-0.32,-0.46
-3.21,6.59,5.29, -0.02,-0.16,-0.11
14.04,8.96,3.00, -1.35,0.12,4.37
-2.86,4.71,4.55, -0.72,0.34,0.35
-4.89,5.51,5.35, -0.13,0.07,0.21
-4.24,6.20,5.26, -0.08,0.19,0.33
-3.07,6.08,5.81, -0.14,0.37,0.41
-4.26,5.04,5.53, -0.24,0.22,0.49
-3.02,4.99,5.77, -0.11,0.17,0.35
-3.78,5.65,6.52, -0.10,0.21,0.49
-0.54,6.81,4.38, 0.42,-0.11,-0.06
-0.27,7.37,4.16, 0.33,-0.39,-0.18
-1.76,7.84,4.06, 0.35,-0.05,-0.18
-1.23,8.29,4.27, 0.25,-0.11,-0.04
-1.14,8.03,4.59, 0.19,0.21,0.09
-1.41,6.53,4.79, 0.19,-0.09,0.04
-0.83,7.76,4.52, 0.32,-0.35,-0.62
-0.93,8.54,3.82, 0.21,-0.14,-0.62
-2.46,8.36,3.35, -0.08,-0.10,-0.22
-1.49,8.10,4.84, -0.52,-0.18,0.00
-5.84,9.65,5.53, -0.27,0.66,-0.12
-2.03,7.89,4.14, 0.07,-0.21,-0.49
-3.30,6.34,4.00, -0.10,-0.32,-0.01
-3.03,6.41,4.67, 0.04,0.06,-0.06
-3.46,6.56,5.25, -0.09,-0.10,0.15
-1.54,7.89,5.39, 0.25,-0.04,0.03
-2.46,8.97,5.63, 0.07,0.15,0.08
-4.65,9.10,4.17, 0.25,-0.26,-0.30
-3.23,7.47,3.47, 0.26,-0.35,-0.47
-2.56,7.66,3.00, 0.21,-0.38,-0.38
-2.45,8.16,4.14, 0.10,-0.38,-0.17
-3.25,6.54,4.00, -0.01,-0.24,0.03
-2.44,7.33,4.63, 0.26,-0.29,-0.23
-2.66,6.92,4.01, 0.30,-0.70,-0.41
-2.94,8.42,4.24, 0.29,-0.66,-0.31
-4.41,9.62,4.29, 0.19,-0.65,-0.12
-3.06,6.59,3.15, 0.12,-0.38,-0.33
-3.04,7.46,3.40, 0.09,0.08,-0.17
-3.53,7.19,3.84, 0.11,0.22,0.04
-4.01,7.87,5.30, 0.10,0.00,-0.07
-2.76,6.44,4.09, -0.15,0.16,0.11
-2.61,7.64,4.40, -0.54,0.60,0.47
-3.36,8.55,5.01, -0.19,0.38,0.46
-3.34,7.98,3.94, -0.09,0.33,0.04
-2.32,8.53,4.15, -0.18,0.44,0.16
-2.62,7.00,4.53, -0.16,0.38,0.04
-3.28,8.73,5.19, -0.53,0.33,0.20
-2.95,6.69,3.30, -0.25,0.29,0.39
-5.02,8.03,3.55, -0.59,0.93,0.82
-4.70,10.14,4.05, -0.73,1.28,0.72
-2.32,7.48,3.55, -1.06,1.31,1.25
-2.28,7.68,4.04, -0.58,1.16,0.76
-2.82,6.88,4.03, -0.47,0.92,0.45
-3.26,6.74,4.46, -0.46,0.55,0.25
-3.89,8.16,4.08, -0.06,0.20,-0.16
-3.70,7.30,4.58, -0.16,-0.05,0.01
-3.97,7.65,4.24, -0.15,-0.30,-0.01
-3.34,7.12,4.50, -0.23,-0.00,0.16
-3.09,7.02,4.69, -0.22,-0.04,0.08
-2.54,7.13,4.32, -0.54,0.48,0.33
-4.46,6.28,5.45, -0.49,0.22,0.54
-2.74,8.31,4.96, 0.14,-1.07,1.03
-1.87,7.11,4.20, 0.37,-1.15,-0.24
-1.08,5.90,3.28, 0.92,-1.11,-0.29
-1.77,8.53,3.94, -0.02,-0.41,-0.25
-2.07,8.32,3.67, 0.04,-0.46,-0.29
-2.49,8.69,4.22, 0.14,-0.87,-0.63
-3.26,7.82,3.91, 0.24,-0.90,-0.44
-5.11,3.04,0.97, 0.37,-0.46,-0.80
-3.13,9.08,5.32, 0.35,-0.74,-0.20
-1.28,6.27,5.88, 0.36,-1.22,1.05
-3.46,9.39,3.88, 0.46,-1.05,0.35
-1.49,8.00,3.65, 0.46,-0.94,0.11
-1.62,8.02,4.72, 0.56,-0.79,-0.65
-2.88,9.14,2.60, 0.83,-0.87,-1.17
-0.19,9.47,1.88, -0.01,-0.52,0.19
-1.48,9.08,2.43, 0.06,-0.34,-0.13
-2.28,8.74,2.34, 0.05,-0.10,0.05
-0.76,9.45,1.49, -0.15,0.00,-0.02
-0.82,9.51,1.51, -0.18,0.08,0.08
-1.42,7.50,3.24, 0.07,0.20,-0.02
-1.29,9.35,2.60, 0.23,0.20,-0.57
-1.68,9.03,2.36, -0.07,-0.02,-0.12
-0.62,8.85,1.49, -0.06,-1.02,0.01
-1.01,8.78,1.43, -0.13,0.07,0.02
-1.13,8.87,1.37, -0.19,0.38,-0.08
-1.27,9.67,2.55, -0.14,0.15,0.04
-2.55,9.11,2.94, 0.01,0.13,0.01
-0.72,8.83,1.14, -0.03,-0.36,0.16
-2.54,9.64,1.67, -0.08,0.52,-0.19
-0.44,10.31,2.37, 0.22,-0.21,-0.46
-2.65,9.67,2.60, 0.10,-0.15,0.07
-2.43,9.53,1.65, 0.25,-0.33,0.23
-2.68,9.57,1.35, -0.12,-0.02,0.75
-2.58,9.07,2.21, -0.13,0.30,0.12
-1.50,8.54,1.47, 0.09,-0.28,0.42
-1.50,9.04,1.08, -0.02,-0.27,0.29
-1.76,9.60,1.84, -0.09,-0.40,0.26
-0.86,9.05,0.73, -0.12,-0.02,0.29
-2.08,8.87,1.18, -0.01,-0.12,-0.06
-1.47,8.26,0.97, -0.14,0.21,0.02
-2.13,8.88,1.60, -0.04,-0.05,-0.09
-1.43,9.59,1.07, -0.15,-0.15,-0.05
-1.37,8.87,1.42, -0.10,0.16,-0.04
-2.29,8.96,1.96, -0.08,0.04,0.16
-1.09,9.79,0.51, -0.05,-0.24,0.03
-2.46,9.41,1.92, -0.05,-0.03,0.14
-1.70,9.37,0.74, -0.48,0.50,0.66
-2.55,8.58,1.10, -0.33,0.32,0.40
-1.09,9.65,2.20, 0.12,-0.21,-0.20
-1.28,9.59,2.24, 0.07,-0.06,-0.12
-2.56,8.31,1.68, -0.13,0.17,0.35
-1.44,9.74,0.50, -0.02,-0.29,0.12
-2.24,8.68,0.75, -0.11,0.30,0.34
-0.97,8.49,0.49, -0.03,-0.13,-0.14
-0.30,9.78,0.94, -0.06,-0.11,-0.15
-2.11,8.85,0.80, -0.19,0.09,-0.19
0.10,7.17,2.64, -0.08,0.30,-1.15
-1.28,8.24,1.44, 0.33,0.23,-0.26
-1.23,8.83,-0.68, -0.45,-0.06,0.48
-2.67,9.05,-0.51, -0.25,0.35,0.07
-1.29,9.65,0.34, -0.32,-0.02,0.18
-1.85,9.09,2.36, 0.02,0.01,-0.01
-2.25,8.83,1.39, -0.03,-0.25,-0.02
-1.92,9.08,1.21, -0.13,-0.26,0.21
-0.36,8.88,2.29, 0.17,0.43,0.01
-2.02,9.69,1.04, 0.02,0.07,0.40
-1.43,9.18,0.56, -0.06,-0.06,0.08
-1.46,8.90,0.57, -0.13,0.26,-0.37
-2.37,9.50,1.24, -0.01,-0.29,-0.03
-1.32,10.10,1.22, -0.05,-0.22,-0.02
-0.65,9.23,1.69, -0.04,0.13,-0.10
-1.68,9.09,0.31, -0.24,0.15,-0.10
-0.45,9.48,2.35, -0.12,0.63,0.34
-3.20,10.02,0.93, -0.10,0.63,0.55
-1.79,9.32,0.33, -0.25,-0.04,-0.03
-1.26,9.61,1.73, -0.07,0.19,0.27
-1.86,9.05,-0.30, -0.12,0.37,0.08
-1.83,9.37,1.65, -0.07,-0.33,-0.15
