AccX,AccY,AccZ,GyroX,GyroY,GyroZ
-2.44,7.82,3.36, 0.30,-0.32,-0.13
-3.18,7.55,2.66, 0.02,-0.49,-0.33
-4.77,7.85,5.04, 0.22,-0.37,0.12
-3.26,7.06,1.76, -0.37,0.25,0.43
-1.49,8.89,2.34, -0.01,0.02,0.04
-2.17,7.81,2.29, -0.28,-0.03,0.12
-1.43,9.06,2.85, -0.21,0.01,-0.12
-2.64,9.90,3.13, -0.44,0.42,-0.14
-4.00,7.09,2.06, -1.02,0.43,0.72
-2.83,7.02,3.30, -0.16,0.04,0.15
-3.95,6.98,2.93, -0.67,0.15,0.48
-2.39,8.39,3.84, -0.35,0.29,0.13
-3.07,9.25,3.67, -0.15,0.40,0.14
-2.45,7.36,3.57, -0.14,0.20,0.23
-2.88,7.55,2.98, -0.37,0.47,0.05
-2.82,8.94,3.62, -0.42,0.55,0.22
-2.16,8.04,3.75, -0.61,0.26,0.38
-2.59,9.32,4.41, -0.48,0.43,0.34
-2.94,10.29,3.41, 0.69,-0.21,-0.76
-4.38,7.62,3.34, -0.06,0.30,-0.00
-3.73,8.18,4.04, -0.09,0.38,0.11
-1.91,8.75,3.55, -0.32,-0.08,-0.09
-4.03,7.75,3.80, 0.06,-0.50,0.00
-2.93,8.64,5.15, 0.22,0.26,-0.12
-5.03,7.38,3.38, 0.04,-0.32,0.06
-1.63,8.89,3.44, 0.27,-0.70,-0.31
-1.68,8.80,3.10, 0.06,-0.16,-0.18
-2.81,6.46,3.91, -0.40,0.53,0.41
-2.62,7.98,2.73, 0.13,0.05,-0.09
-2.14,8.46,3.01, 0.08,0.22,-0.17
-2.56,7.48,3.07, -0.02,0.02,-0.11
-2.38,7.22,2.65, -0.27,-0.12,-0.11
-2.72,9.99,3.07, 0.12,0.06,-0.50
-3.10,6.54,2.52, -0.55,0.10,0.45
-2.80,7.01,3.23, -0.10,0.01,0.13
-2.63,8.00,4.00, -0.27,0.20,-0.03
-4.10,6.51,3.11, -0.60,0.75,0.65
-4.15,8.15,5.20, -0.07,0.03,-0.02
-4.95,9.79,3.57, 0.05,-0.02,-0.13
-2.39,6.67,2.77, -0.20,-0.26,-0.14
-2.93,6.95,2.81, 0.02,-0.36,0.04
-2.38,9.50,3.61, 0.15,-0.42,-0.38
-4.59,6.58,2.48, -0.97,0.11,0.49
-4.92,6.49,2.55, -0.55,0.40,0.64
-3.45,6.77,3.68, -0.11,0.12,0.19
-3.52,6.89,4.04, -0.14,0.06,0.22
-3.44,9.66,3.30, -0.16,-0.05,-0.04
-2.21,8.45,3.08, 0.03,0.13,-0.18
-2.56,7.87,2.08, -0.16,0.10,0.07
-2.08,9.53,2.82, -0.12,0.28,0.06
-2.23,6.25,4.06, -0.55,0.73,0.25
-1.47,8.88,3.58, 0.07,0.92,0.51
-2.16,7.21,2.19, -0.41,-0.27,0.19
-1.01,9.00,2.73, -0.01,-0.56,-0.14
-3.71,8.52,4.96, -0.01,0.05,0.13
-4.02,7.80,3.43, -0.26,-0.07,0.43
-2.76,8.08,3.48, 0.31,-0.18,-0.23
-2.06,7.52,3.09, 0.40,-0.18,-0.13
-3.53,7.96,3.26, 0.03,-0.04,-0.08
-2.09,7.48,3.77, 0.12,0.18,-0.16
-2.82,6.76,3.34, -0.20,0.21,0.50
-4.03,6.66,2.20, -1.40,0.52,1.00
-1.10,8.45,2.57, 0.00,-0.05,-0.40
-1.63,8.24,3.01, -0.15,-0.02,-0.33
-1.49,8.36,3.43, -0.14,0.02,-0.40
-2.65,7.84,2.92, -0.53,0.11,-0.17
-2.65,6.93,3.27, -0.37,0.49,0.04
-2.66,7.09,3.34, -0.39,0.89,0.54
-3.52,7.32,3.47, -0.43,1.07,0.54
-4.33,8.88,2.60, -0.68,1.28,0.66
-3.69,9.73,2.92, -0.25,0.84,0.28
-2.82,7.99,2.68, -0.17,0.85,0.17
-4.55,8.77,3.06, -0.76,0.61,0.44
-1.79,10.04,2.45, 0.30,0.15,-0.25
-3.83,7.82,1.14, -0.83,1.35,1.18
-1.77,8.49,2.13, 0.34,-0.00,-0.16
-5.25,7.69,1.44, 0.20,-1.24,0.51
-4.20,9.79,1.77, -0.38,0.12,0.11
-3.06,8.65,2.15, -0.67,0.30,0.21
-3.57,7.70,2.15, -0.73,0.51,0.77
-1.83,8.65,2.58, -0.02,-0.34,0.70
-1.62,11.02,3.33, -0.37,0.51,0.41
-0.62,12.11,0.70, -1.97,2.02,0.28
-3.38,11.30,3.18, -2.44,2.28,1.16
-4.02,7.17,5.33, -0.17,0.59,0.12
-2.22,7.62,4.88, 0.26,-0.19,-0.29
-3.45,5.93,3.77, 0.04,-0.46,0.26
-2.47,7.92,2.13, 0.76,-2.33,-1.17
-4.80,8.69,5.32, 1.33,-2.96,-1.78
-5.23,7.81,5.28, 1.28,-2.68,-2.01
-4.56,5.38,4.24, 0.27,-1.57,-0.72
-5.65,4.56,3.35, 0.15,-1.69,-0.57
-3.79,8.32,3.19, 0.76,-1.58,-1.38
-3.96,7.40,2.18, 0.48,-1.07,-0.42
-1.78,7.97,3.30, 0.39,-0.49,-0.27
-3.51,7.57,3.55, -0.00,-0.39,0.05
-2.45,9.11,3.47, 0.41,-0.54,-0.50
-2.77,7.24,3.16, -0.22,0.20,0.27
-1.90,8.87,4.36, -0.46,0.49,0.40
-3.42,8.08,4.24, 0.32,-0.36,0.31
-2.82,6.89,3.11, -0.08,-0.16,0.11
-2.90,9.62,3.41, 0.10,0.05,-0.42
-0.90,8.85,2.83, -0.17,0.15,0.04
-4.54,7.94,2.90, -0.48,0.27,0.23
-3.01,7.15,4.89, -0.23,0.55,0.16
-2.10,7.10,2.43, -0.44,0.33,0.36
-1.11,7.03,3.71, -0.31,0.59,0.19
-2.55,7.09,2.75, -0.58,0.48,0.32
-1.44,6.53,3.84, -0.95,0.11,0.79
-1.88,7.90,2.88, 0.01,0.23,0.02
-2.45,8.07,3.96, -0.28,0.33,0.08
-8.68,11.54,4.60, -0.66,1.13,0.66
-3.08,7.28,2.72, -0.42,0.52,0.62
-2.82,7.79,3.32, -0.17,0.41,0.32
-2.94,8.45,4.43, -0.44,0.15,0.31
-6.58,9.64,4.16, 0.89,-0.52,-0.64
-3.24,8.45,4.18, 0.32,-0.28,-0.11
-3.96,5.86,3.16, -0.62,0.31,0.60
-2.58,5.04,2.20, -0.48,0.03,0.48
-2.55,6.45,2.98, -0.24,0.03,0.23
-2.98,9.26,2.56, 0.41,-0.39,-0.48
-5.07,8.98,1.80, 0.25,-0.59,-0.38
-3.98,5.40,2.16, -1.24,0.43,0.88
-2.27,8.94,3.87, -0.12,0.25,-0.08
-2.56,7.77,2.85, 0.16,-0.08,-0.06
-2.31,8.90,3.17, -0.02,0.09,0.05
-2.84,8.55,3.96, -0.66,0.19,0.18
-0.30,12.08,4.89, 0.88,-0.19,-0.75
-2.71,11.57,1.73, 0.54,-0.60,-0.99
-2.37,9.26,3.28, 0.23,-0.65,-0.75
-3.13,6.85,3.07, -0.31,0.14,0.37
-0.85,8.77,2.11, -0.17,-0.09,0.18
-1.38,7.97,2.50, -0.03,0.00,0.11
-1.83,7.94,3.22, -0.01,-0.18,-0.03
-2.03,8.35,3.69, -0.05,-0.35,-0.11
-1.88,9.19,4.03, -0.04,-0.42,-0.38
-4.46,7.69,5.11, -0.90,0.99,0.78
-4.32,7.65,2.77, -0.36,0.44,0.43
-1.94,8.53,2.75, -0.14,0.13,0.10
-3.63,7.58,2.04, -0.32,-0.11,0.09
-6.54,8.36,1.19, -0.58,-0.11,0.60
-3.43,6.33,2.38, -0.64,0.11,0.32
-2.36,7.76,2.82, -0.23,0.49,0.24
-4.27,7.70,4.24, -0.43,0.28,0.12
-3.38,7.31,3.46, -0.25,0.25,0.01
-2.22,8.79,2.64, -0.15,0.30,0.10
-2.48,8.75,2.96, -0.16,0.49,0.15
-2.86,6.66,2.53, -0.20,0.45,0.24
-2.44,9.11,2.78, -0.23,0.60,-0.04
-4.41,7.98,1.83, -0.96,1.05,0.83
-5.33,9.95,3.36, -0.39,1.07,0.55
-3.70,7.80,1.84, 0.46,-1.06,-0.45
-4.01,7.98,2.11, 0.64,-1.48,-0.90
-3.06,7.82,2.98, 0.79,-1.09,-1.08
-2.32,8.19,3.51, 0.42,-0.84,-0.32
-3.20,7.66,2.71, -0.05,-0.69,-0.05
-3.48,9.71,3.13, 0.32,-0.91,-0.31
-3.54,7.12,2.93, -0.26,-0.51,0.16
-6.57,6.93,1.89, 0.19,-0.75,-0.35
-4.25,8.96,2.45, 0.26,-1.03,-0.40
-3.11,7.98,3.28, 0.07,-0.46,-0.13
-3.55,7.44,3.14, 0.10,-0.55,-0.24
-3.79,8.72,3.79, 0.08,-0.48,-0.14
-3.85,6.83,3.16, -0.00,-0.46,-0.05
-3.40,8.90,3.15, 0.18,-0.51,-0.03
-2.79,7.97,3.01, -0.08,-0.15,-0.06
-2.58,8.27,2.52, -0.10,-0.27,-0.07
-1.87,7.09,3.90, -0.22,0.49,0.25
-4.42,8.18,4.16, 0.03,0.13,-0.14
-5.60,7.91,4.43, -0.38,-0.03,0.41
-4.87,8.77,4.44, -0.18,0.34,0.11
-2.10,7.18,3.42, -0.28,1.25,0.50
-1.97,8.52,3.23, 0.09,1.10,0.13
-3.53,8.36,3.35, -0.08,0.67,0.31
-2.43,9.35,2.74, -0.10,0.52,0.22
-4.74,9.49,1.77, -0.73,0.66,0.43
-3.15,8.04,2.15, -0.32,-0.14,0.32
-2.17,7.17,2.72, -0.49,0.90,0.27
-2.66,8.77,4.18, -0.34,0.87,0.10
-2.34,7.86,2.34, -0.47,0.63,0.14
-1.12,7.87,4.28, 0.07,-1.67,-0.62
-2.59,8.65,5.86, 0.17,0.81,-0.29
-2.25,7.45,3.34, -0.01,0.20,0.24
-2.23,7.98,3.36, 0.08,-0.16,-0.10
-2.43,7.85,4.18, -0.06,-0.11,-0.12
-4.52,8.65,1.07, -1.13,0.93,0.37
-2.40,8.20,3.26, -0.24,0.56,0.07
-4.96,7.04,2.59, -1.13,0.14,0.96
-0.26,8.66,4.19, 0.27,-0.31,-0.36
-3.25,8.38,3.69, -0.01,-0.01,-0.04
-3.10,9.63,4.58, -0.34,0.69,0.38
0.68,7.90,3.26, 0.95,-1.07,-0.83
-2.05,6.83,3.85, 0.19,-0.18,-0.41
-2.61,8.96,3.64, 0.05,-0.43,-0.12
-4.04,10.09,4.01, -0.48,1.26,0.57
-2.74,7.54,5.62, 0.11,-0.02,-0.41
-2.52,7.14,5.15, -0.20,0.14,0.05
-4.17,7.03,5.00, -0.56,-0.03,0.05
-1.66,7.04,4.35, 1.11,-1.29,-1.07
-2.68,8.96,4.25, 0.47,-0.08,-0.35
-2.27,6.59,3.07, 0.57,-0.49,-0.37
-2.38,8.40,4.02, 0.48,-0.37,-0.44
-4.68,9.04,3.58, 1.09,-1.74,-0.99
-0.99,7.31,3.70, -0.14,0.50,-0.24
-1.44,8.83,4.07, 0.22,-0.45,-0.19
-2.17,9.48,3.80, 0.54,-0.29,-0.38
-4.08,6.47,2.72, -1.57,1.48,1.17
-1.31,8.06,3.72, 0.49,-0.30,-0.39
-1.52,8.23,2.89, -0.54,0.69,0.11
-5.31,6.78,3.30, -0.73,0.18,0.28
-2.61,8.46,3.52, 0.51,0.22,-0.35
-3.15,7.53,3.35, -0.45,0.67,0.71
-2.71,7.63,3.56, 0.02,-0.25,-0.43
-1.06,8.24,3.34, -0.20,-0.18,0.03
-5.36,7.75,2.40, -0.56,0.09,0.11
-2.98,8.64,3.51, 0.10,-0.03,0.16
-1.76,9.00,2.80, -0.10,0.42,0.03
-1.40,7.59,4.01, -0.07,-0.02,0.08
-2.66,8.95,5.38, 0.00,-0.08,0.07
-2.09,9.93,4.58, 0.18,0.28,-0.79
-2.94,9.39,3.87, 1.01,-1.11,-1.25
-4.21,11.77,3.38, 0.28,0.22,0.11
-3.10,6.69,3.53, -0.26,0.10,-0.05
-3.36,10.10,4.59, 0.18,0.14,-0.50
-1.46,9.75,4.34, 0.28,0.29,-0.21
-3.13,9.02,4.84, -0.41,0.17,0.19
-0.57,6.65,2.81, -0.07,-0.11,-0.27
-5.74,6.82,4.32, 0.86,-0.33,-0.37
-2.95,5.43,3.40, -1.14,0.40,0.48
-3.79,9.15,4.81, 0.57,0.35,-0.26
-1.70,7.80,3.76, 0.19,-0.32,-0.44
-4.75,6.95,4.72, -0.03,-0.13,0.20
-3.62,5.99,3.11, -0.99,0.20,0.73
-4.10,7.02,3.07, -0.24,-0.14,0.07
-3.11,6.21,2.80, 0.39,-0.29,-0.41
-3.40,7.87,2.51, -0.07,-0.02,-0.05
-2.58,10.10,4.30, -0.04,0.35,-0.24
-2.46,6.72,3.72, 0.19,0.24,-0.08
-3.23,9.91,5.26, 0.13,0.72,0.05
-1.28,8.64,3.55, 0.39,-0.30,-0.59
-2.37,9.26,5.15, 0.26,0.20,-0.25
-3.35,9.94,4.28, 0.06,-0.10,-0.33
-2.17,7.58,2.83, 0.15,-0.04,-0.63
-2.80,8.84,3.06, -0.15,0.10,0.02
-3.19,6.99,3.70, -0.22,0.02,0.09
-3.81,9.67,3.75, 0.24,0.09,-0.29
-3.61,7.55,3.62, 0.10,-0.21,0.13
-3.07,9.32,5.62, 0.32,0.13,-0.11
-1.67,8.50,2.91, 0.43,-0.26,-0.64
-2.96,9.71,3.60, -0.51,0.01,0.25
-0.91,7.51,3.81, 0.33,-0.72,-0.13
-2.35,8.60,4.88, 0.41,0.31,-0.20
-2.36,8.42,3.43, 0.20,-0.03,-0.57
-3.08,8.56,4.53, -0.13,-0.09,-0.20
-2.44,8.90,5.75, -0.02,0.42,-0.06
-1.92,8.94,5.52, 0.03,-0.16,-0.11
-2.55,9.45,4.31, 0.33,0.36,-0.21
-4.09,6.96,2.90, -1.04,0.53,0.71
-2.91,8.52,4.72, 0.05,0.11,0.04
-2.80,8.73,4.39, 0.23,-0.08,0.06
-4.66,6.37,3.00, -0.35,-0.09,0.16
-3.31,8.35,3.62, -0.37,-0.17,-0.01
-3.92,11.63,3.28, 0.95,-0.79,-0.69
-2.29,8.28,4.49, 0.67,-0.29,-0.53
-2.04,9.71,3.54, 0.40,-0.07,-0.18
-2.01,6.28,3.42, -0.20,-0.13,-0.44
-3.55,8.53,4.01, -0.16,0.05,-0.06
-3.06,12.37,3.50, 1.28,-0.75,-1.35
-4.44,6.23,2.89, -0.82,0.45,0.32
-2.65,5.37,2.87, -0.04,0.49,-0.94
-3.83,11.62,2.35, 1.31,-1.24,-1.12
-2.30,7.93,4.70, 0.10,0.67,0.06
-2.71,9.55,3.32, -0.10,0.16,-0.23
-5.94,12.07,3.61, 1.10,-1.29,-0.98
-2.64,7.06,4.67, -0.15,0.62,0.12
-3.79,7.81,2.30, -0.29,0.17,0.01
-2.57,7.98,4.18, 0.06,0.33,-0.01
-1.89,8.86,4.61, 0.14,0.21,-0.19
-2.50,8.32,2.98, 0.37,-0.26,-0.77
-2.40,8.02,3.13, 0.34,-0.26,-0.52
-1.01,7.76,3.02, -0.33,0.96,-0.57
-4.37,7.23,3.94, 0.03,-0.10,-0.12
-1.65,6.89,3.83, 0.23,-0.04,-0.24
-2.16,8.77,4.90, -0.03,0.43,0.11
-1.22,8.43,3.33, -0.05,-0.16,-0.12
-3.11,9.11,4.50, 0.11,0.17,-0.52
-1.93,11.27,3.07, 1.11,-1.16,-1.06
-3.60,6.36,3.39, -0.03,0.53,0.09
-3.67,9.76,5.26, 0.19,0.43,-0.30
-2.63,7.23,4.58, -1.09,0.91,1.07
-0.52,8.13,3.34, -0.29,0.35,0.14
-3.47,6.84,4.06, -0.65,0.47,0.30
-1.17,8.81,4.05, 0.03,-0.39,-0.29
-4.18,7.08,4.36, 0.15,-0.19,0.17
-4.59,8.39,4.29, 0.20,-0.16,-0.00
-2.67,9.56,3.99, -0.87,1.30,0.31
-4.76,9.59,4.31, -0.42,1.11,0.51
-1.91,7.04,2.42, -0.53,0.52,0.26
-3.97,6.81,3.74, -0.23,-0.10,0.07
-3.56,10.63,4.01, 0.40,-0.34,-0.71
-6.00,7.52,3.62, -1.40,0.65,0.73
-4.26,8.84,6.03, 0.11,-0.15,-0.17
-3.28,9.02,5.05, -0.19,0.10,-0.21
-2.58,8.86,5.85, -0.03,0.30,0.16
-3.43,7.49,4.61, 0.06,-0.86,-0.17
-4.24,8.91,3.93, 0.33,-0.24,-0.28
-3.28,7.83,4.34, 0.24,-0.43,-0.21
-2.93,8.11,4.10, 0.09,-0.00,-0.01
-2.46,4.87,2.18, 0.59,-1.15,-1.00
-2.33,6.83,2.93, 0.33,-0.84,-0.65
-3.21,7.07,4.44, -0.77,0.05,0.64
-2.82,7.72,4.38, -0.03,0.30,0.09
-2.91,8.97,4.51, 0.07,0.07,-0.24
-3.03,7.01,4.28, 0.52,0.33,-0.30
-3.75,7.08,4.38, 0.28,0.18,-0.33
-2.98,7.34,3.76, 0.41,0.43,-0.56
-3.85,8.36,2.21, 0.31,0.41,-0.39
-4.39,6.52,2.72, -0.90,0.03,0.20
-1.01,10.41,6.41, -0.18,-0.34,-0.24
-4.28,8.86,4.44, 0.42,-0.16,-0.25
-2.36,9.11,5.21, 0.33,0.27,-0.36
-1.16,5.90,3.16, -0.08,0.04,-0.20
-3.45,6.82,3.74, -0.46,0.38,0.21
-4.51,10.46,3.41, 0.82,-1.06,-0.69
-3.90,6.57,3.66, 0.12,0.06,-0.02
-1.57,10.83,5.77, 0.21,0.73,-0.32
-2.68,9.96,3.34, 0.57,-0.55,-0.65
-1.58,7.74,4.36, 0.35,0.14,-0.27
-2.55,6.74,4.19, 0.18,0.48,-0.04
-3.38,9.12,5.70, 0.35,0.55,-0.25
-1.75,7.65,2.60, -0.21,-0.12,-0.09
-3.00,6.85,3.50, -0.16,0.17,-0.08
-1.88,9.37,5.70, 0.22,0.24,-0.32
-1.49,8.95,3.44, 0.10,0.34,-0.24
-2.77,7.12,4.08, -0.69,0.28,0.42
-4.64,8.96,3.26, -0.57,0.42,0.15
-4.14,7.28,3.70, -0.94,0.44,1.09
-1.57,9.55,3.39, -0.26,0.21,0.25
-1.65,9.64,5.45, 0.02,0.57,-0.38
-1.67,8.16,3.52, -0.01,-0.04,-0.21
-3.59,7.12,2.87, -0.30,0.07,0.27
-2.96,10.05,4.17, 0.19,0.19,-0.06
-1.33,7.87,2.69, 0.53,-0.65,-0.38
-2.52,8.85,5.58, -0.02,0.57,-0.01
-1.88,8.10,3.09, -0.03,-0.07,-0.36
-1.79,8.45,3.61, 0.02,-0.09,-0.12
-2.85,9.94,4.56, 0.18,-0.15,-0.46
-2.88,6.49,3.86, 0.04,0.09,0.01
-1.47,9.47,4.81, 0.16,0.16,-0.38
-1.01,7.71,3.43, -0.14,-0.32,-0.07
-2.56,9.50,3.42, 0.73,-0.94,-0.52
-3.92,5.97,2.89, -0.30,0.05,0.55
-4.50,8.89,4.15, 0.08,0.05,-0.19
-1.75,7.11,2.66, -0.04,0.00,-0.21
-3.45,9.30,3.60, -0.05,0.06,-0.10
-1.59,7.57,4.27, 0.10,-0.07,-0.21
-1.91,7.65,3.22, -0.00,-0.19,-0.14
-2.96,9.72,4.38, -0.01,-0.09,-0.37
-2.55,6.83,3.00, 0.02,-0.31,-0.15
-2.62,9.07,5.30, -0.15,-0.08,-0.20
-7.71,7.24,4.20, -1.29,0.26,0.56
-4.16,5.01,3.30, -0.21,-0.48,0.35
-1.63,7.79,4.34, -0.13,0.11,0.20
-3.62,7.87,5.74, -0.01,0.15,-0.11
-1.81,7.82,3.49, 0.08,-0.21,-0.22
-2.11,8.65,5.33, 0.11,0.23,0.00
-7.04,6.72,4.99, -0.17,-0.13,0.26
-3.45,6.86,3.35, 0.17,-0.05,-0.66
-2.46,7.88,3.58, 0.24,-0.19,-0.40
-2.46,7.27,3.64, -0.08,0.36,0.34
-3.56,7.32,3.48, -0.15,-0.09,-0.11
-2.39,9.65,4.15, 0.06,-0.03,-0.37
-2.20,6.88,3.50, 0.21,-0.08,-0.26
-2.86,8.54,4.12, 0.13,0.10,-0.07
-2.30,8.10,3.90, 0.10,-0.35,-0.38
-2.44,7.97,3.66, 0.15,-0.36,-0.28
-2.94,7.04,3.66, -0.11,-0.25,-0.12
-3.01,8.34,4.47, 0.07,-0.16,-0.38
-3.14,6.62,4.39, 0.09,-0.14,-0.15
-3.23,6.31,3.96, 0.08,-0.01,-0.03
-2.71,8.92,5.84, 0.15,0.27,-0.22
-2.87,9.08,4.22, 0.17,-0.10,-0.44
-3.81,6.16,3.75, 0.53,-0.72,-0.43
-3.79,7.40,2.84, -0.04,-0.36,0.36
-1.64,7.27,2.75, -0.09,-0.54,-0.08
-4.32,8.43,3.61, -0.41,0.26,0.03
-2.50,6.57,3.73, -0.10,0.09,0.02
-3.68,6.00,4.11, -0.80,0.27,0.47
-3.07,9.09,4.50, 0.18,-0.33,-0.40
-2.49,7.18,4.24, -0.18,0.23,0.13
-4.00,7.23,2.90, -0.33,-0.26,0.02
-2.95,9.94,4.23, 0.18,-0.23,-0.52
-5.01,7.81,3.14, -0.78,0.46,0.26
-2.62,10.24,3.32, 0.90,-1.09,-1.00
-2.98,7.40,3.92, 0.11,0.03,-0.19
-3.82,6.47,4.66, -0.00,-0.03,-0.13
-3.76,6.30,3.53, -0.23,-0.05,0.16
-3.94,8.28,3.08, -0.01,-0.09,-0.14
-1.66,7.01,2.97, -0.39,-0.28,0.17
-0.46,6.90,3.29, -0.19,0.48,-0.62
-2.64,7.03,3.32, -0.47,0.19,0.15
-2.74,9.41,5.40, -0.20,0.82,0.11
-1.01,8.51,2.53, -0.25,0.09,0.15
-4.53,9.13,3.46, 0.38,-0.91,-0.48
-6.58,8.32,4.48, -0.38,0.55,0.29
-4.37,9.83,4.09, -0.18,0.01,-0.24
-2.76,6.84,4.47, 0.14,0.35,0.04
-2.44,7.26,3.96, 0.24,-0.19,-0.31
-3.46,9.55,5.92, 0.11,0.63,0.03
-1.38,7.07,3.60, -0.08,-0.13,-0.24
-2.79,6.81,3.67, -0.37,0.01,-0.14
-4.14,9.68,5.37, -0.24,-0.04,-0.32
-3.01,7.88,6.35, 0.06,0.24,0.02
-4.46,8.84,4.41, -0.15,-0.07,-0.23
-2.79,9.45,5.53, 0.38,0.60,-0.50
-3.68,8.48,4.67, -0.34,0.03,0.01
-3.07,7.42,4.12, 0.23,-0.07,-0.18
-3.01,9.23,6.32, -0.01,0.25,-0.00
-3.62,6.45,4.51, -0.46,0.24,0.39
-1.64,6.00,3.08, 0.30,-0.11,-0.84
-2.90,6.63,3.39, 0.15,-0.01,-0.12
-1.81,7.85,4.76, 0.14,0.09,-0.24
-3.86,7.28,3.79, -0.43,0.35,0.54
-0.82,8.56,5.15, -0.22,0.45,0.09
-1.81,7.78,3.26, -0.13,0.02,0.04
-3.56,7.16,3.55, -0.37,0.06,0.29
-2.24,10.29,4.23, 0.22,0.05,-0.42
-4.04,8.56,3.88, -0.40,-0.59,0.03
1.31,4.15,3.60, -0.48,-0.55,0.06
-4.29,9.44,4.70, 1.05,-0.93,-0.61
-2.20,7.09,5.05, 0.44,-0.17,-0.26
-3.11,6.85,3.99, 0.23,0.11,0.01
-3.40,9.63,5.96, 0.33,0.51,-0.06
-0.75,7.47,3.08, -0.28,-0.04,0.08
-2.55,7.00,3.64, -0.45,0.11,-0.06
-3.22,10.52,5.92, 0.15,0.62,-0.10
