AccX,AccY,AccZ,GyroX,GyroY,GyroZ
-0.75,8.88,4.84, 0.70,0.87,-0.69
-4.65,8.99,-1.42, -0.81,-0.94,-0.02
0.96,8.78,0.88, 0.48,0.69,0.47
-1.68,8.99,2.58, -0.52,1.22,0.76
-2.21,6.35,4.57, -0.47,0.93,0.58
-1.77,9.76,4.84, 0.96,-1.66,0.15
-0.69,8.84,3.86, 1.86,-0.98,-0.24
-1.09,4.80,1.46, -0.97,0.65,-1.39
-5.19,10.92,2.68, -0.50,-0.81,2.01
-1.32,10.57,0.70, -0.80,-0.74,-0.50
-2.77,7.96,3.74, 0.40,0.35,-0.43
-5.62,14.31,3.15, -0.81,1.95,1.44
-4.91,8.12,5.44, 0.87,-0.22,0.19
-1.40,7.80,4.42, 1.21,-0.29,0.33
-1.30,7.19,3.70, -1.26,-0.39,-0.90
-1.07,8.08,1.99, -0.26,-1.04,-0.74
-0.73,10.35,1.37, -0.40,-0.33,-0.02
-1.91,9.48,0.10, -0.40,0.80,0.01
-3.78,6.25,4.49, 0.37,0.80,0.58
-3.41,7.20,3.40, 0.00,-0.09,0.51
-3.12,8.16,2.45, 0.17,-0.10,0.48
-0.99,8.24,3.34, 0.38,0.32,0.55
-0.63,8.59,1.84, -1.61,-1.18,-0.20
-3.30,6.63,3.54, -0.15,0.01,0.11
-2.66,8.18,1.93, -0.07,-0.18,0.17
-4.19,8.59,1.57, -1.08,0.80,-0.09
-4.06,7.21,1.92, -1.38,0.61,0.53
-4.37,6.94,2.22, 0.49,-0.53,0.11
-5.46,7.97,3.55, 0.48,-0.21,-0.23
-2.45,7.39,4.26, -1.31,0.97,0.38
-5.19,8.88,2.34, -0.59,0.45,0.28
-5.00,7.06,3.37, -0.41,0.34,0.19
-4.05,7.03,3.71, -0.32,0.49,0.47
-4.98,7.90,3.49, 0.48,0.18,-0.23
-5.78,6.98,2.11, -0.27,0.05,0.05
-4.38,6.66,3.29, 0.08,-0.03,0.09
-8.08,3.62,2.33, 0.14,-0.45,-1.23
-5.21,6.00,1.23, -0.37,-0.77,0.42
-5.43,6.44,2.17, -0.37,-0.60,0.47
-2.13,6.92,5.07, -0.11,0.06,-0.07
-2.62,7.44,4.70, 0.05,-0.00,-0.11
-3.11,7.61,4.70, 0.07,0.10,-0.17
-3.41,7.30,4.47, -0.06,0.15,0.08
-1.58,8.49,4.80, 0.53,-0.03,-1.07
-3.29,7.55,4.35, 0.41,0.84,-1.26
-6.86,7.23,1.49, -0.30,-0.42,0.21
-2.51,7.66,4.30, -0.08,-0.28,0.01
-2.00,7.15,3.92, -0.15,-0.18,0.16
-3.49,7.42,5.28, 0.02,-0.10,-0.48
-3.13,7.25,3.87, -0.15,-0.24,0.26
-3.03,7.04,4.17, -0.06,-0.00,0.13
-3.10,8.19,4.64, 0.12,-0.22,-0.31
-1.57,6.54,3.37, -0.14,-0.28,0.66
-2.78,7.53,3.62, -0.24,0.06,0.21
-3.71,7.71,4.60, 0.27,0.20,-0.68
-3.42,7.83,3.78, -0.04,0.19,-0.08
-6.72,8.41,0.55, 0.08,0.28,-2.17
-8.33,5.51,0.44, -0.27,-0.14,0.14
-6.03,5.89,1.45, -0.17,-0.43,0.67
-6.00,5.85,1.53, -0.51,-0.15,0.76
-5.65,6.04,1.89, -0.30,0.02,0.31
-6.12,6.14,1.70, -0.22,0.08,0.39
-6.77,6.44,1.88, -0.29,-0.00,0.47
-6.79,6.28,2.38, -0.22,-0.22,0.35
-2.21,7.74,4.43, -0.36,0.36,0.36
-2.07,7.72,4.50, -0.20,0.15,0.13
-2.12,6.90,4.66, -0.17,0.09,0.02
-1.97,7.66,5.30, -0.33,0.12,0.12
-2.37,7.08,4.80, -0.16,0.11,-0.08
-2.70,7.81,4.80, 0.06,0.01,-0.18
-3.08,7.56,4.35, -0.01,0.06,-0.05
-3.26,7.39,4.21, 0.02,-0.04,-0.07
-3.46,7.80,4.10, -0.05,0.17,-0.07
-3.90,7.50,4.14, 0.17,-0.36,0.05
-3.56,7.81,3.69, 0.19,-0.21,-0.04
-3.38,7.92,3.73, 0.00,-0.04,0.19
-3.42,7.85,3.49, 0.00,-0.01,0.17
-3.22,8.13,3.11, 0.04,-0.07,-0.03
-2.97,8.32,2.67, -0.07,-0.08,-0.09
-3.39,8.20,2.73, -0.11,-0.20,-0.10
-2.87,7.92,3.67, -0.09,-0.26,-0.10
-3.15,7.72,3.93, -0.22,-0.00,0.04
-2.74,7.67,4.58, -0.18,0.01,0.03
-2.27,7.04,4.76, -0.30,-0.07,-0.00
-3.02,6.90,4.78, -0.16,-0.08,-0.26
-3.02,6.85,4.93, -0.04,-0.09,-0.07
-2.84,6.63,4.86, 0.06,-0.46,-0.11
-2.85,7.63,4.17, -0.06,-0.10,-0.30
-3.38,6.79,4.43, 0.14,0.00,-0.43
-3.75,7.45,4.12, 0.15,-0.09,-0.44
-3.94,7.50,3.96, -0.03,0.56,-0.16
-4.07,7.27,3.87, -0.13,0.76,-0.17
-4.07,7.32,3.69, -0.17,0.95,-0.34
-7.66,5.91,1.17, -0.08,-0.10,0.04
-6.13,6.70,2.37, -0.26,-0.58,0.49
-3.36,7.45,4.04, -0.11,0.18,-0.19
-3.55,7.42,3.96, -0.08,0.28,-0.23
-5.17,7.18,2.87, -0.16,-0.40,0.29
-4.79,7.21,3.25, -0.12,-0.43,0.21
-4.52,7.37,3.60, -0.11,-0.50,0.26
-3.94,7.33,3.74, -0.13,-0.48,0.28
-2.24,7.66,4.43, 0.01,-0.21,0.15
-1.74,8.04,4.16, 0.26,-0.24,-0.03
-1.91,8.26,3.76, 0.45,-0.25,0.11
-2.12,8.47,3.57, 0.43,-0.09,-0.13
-2.06,9.26,1.13, 0.22,-0.06,0.05
-2.01,9.51,0.06, -0.01,-0.05,-0.02
-2.17,9.03,1.59, -0.52,0.02,-0.09
-2.29,9.05,1.80, -0.54,0.05,-0.09
-3.61,6.15,5.55, -0.31,-0.21,0.18
-3.40,6.38,5.63, -0.33,-0.07,0.06
-3.75,5.99,5.78, -0.31,0.23,0.08
-3.64,5.92,5.99, -0.28,0.37,0.06
-3.90,5.90,5.74, -0.06,-0.11,-0.16
-4.10,5.71,5.79, -0.04,-0.18,-0.11
-3.46,6.37,5.60, 0.41,-0.34,-0.15
-3.46,7.22,4.94, 0.36,-0.14,-0.17
-3.16,7.08,5.23, 0.07,0.62,0.36
-3.86,6.67,5.22, 0.31,0.47,0.02
-3.70,7.30,4.38, 0.46,0.23,-0.05
-3.07,8.76,2.10, 0.04,0.01,-0.00
-3.40,8.32,2.15, -0.20,-0.02,0.26
-3.08,8.62,1.85, -0.21,-0.03,0.14
-3.53,8.71,1.93, -0.33,0.01,0.12
-3.15,8.07,2.65, -0.22,0.06,-0.01
-3.30,8.34,2.49, -0.20,-0.05,-0.01
-3.56,7.97,2.66, -0.15,-0.12,-0.03
-3.02,7.75,3.11, -0.18,-0.25,-0.01
-2.74,8.08,3.72, -0.37,-0.19,-0.10
-3.40,7.48,3.96, -0.31,-0.21,-0.19
-2.78,7.86,4.20, -0.09,-0.48,0.03
-3.32,7.31,3.97, 0.14,-0.60,-0.08
-2.72,7.87,4.41, 0.24,-0.84,-0.17
-1.72,8.15,3.89, -0.04,-0.71,0.17
-1.65,7.71,4.97, -0.23,0.00,-0.04
-1.54,8.09,5.34, -0.03,0.11,-0.53
-2.68,5.44,4.69, -0.98,-0.09,0.56
-2.19,7.48,4.43, -0.19,-0.10,-0.10
-2.44,7.34,4.70, -0.14,0.02,0.05
-2.04,6.90,4.90, -0.11,0.10,-0.16
-2.22,7.20,5.77, 0.11,0.01,-0.22
-2.91,7.62,4.30, 0.08,0.00,-0.26
-3.60,6.53,6.38, -0.09,0.17,0.27
-1.67,7.78,4.02, 0.08,0.69,-0.75
-4.02,8.50,1.37, 0.21,-0.02,-0.19
-4.11,8.54,1.37, 0.28,-0.11,-0.34
-3.88,8.61,0.94, 0.10,-0.05,-0.19
-4.22,8.40,0.73, -0.01,-0.13,0.01
-4.05,9.10,0.62, 0.02,-0.09,0.05
-4.31,7.99,1.08, 0.07,-0.22,-0.13
-3.86,9.02,0.49, -0.01,-0.23,0.23
-4.40,8.68,0.34, -0.06,-0.14,0.24
-3.46,8.30,1.22, -0.34,-0.20,0.30
-3.52,7.50,1.04, -0.32,-0.42,0.02
-3.82,10.02,0.48, -0.31,-0.49,-0.08
-4.22,8.27,1.74, -0.47,-0.41,0.19
-3.55,7.82,1.63, -0.42,-0.68,0.25
-2.72,9.51,2.33, 0.04,-1.03,-0.89
3.28,6.23,2.27, -0.22,-0.40,0.32
-2.57,8.30,3.53, -0.27,-0.17,0.13
-2.92,7.80,3.81, -0.20,-0.43,0.06
-1.90,8.14,3.72, -0.23,-0.44,0.05
-1.95,7.86,4.17, -0.29,-0.21,0.11
-1.70,8.10,4.55, -0.19,-0.29,-0.05
-2.70,7.49,4.01, -0.03,0.33,-0.07
-2.57,8.01,3.91, 0.12,0.15,-0.09
-2.91,8.24,3.61, 0.01,0.17,-0.10
-3.62,7.95,3.39, 0.09,0.03,-0.19
-3.33,8.58,3.34, -0.09,0.32,-0.09
-4.09,8.12,3.07, -0.08,0.32,-0.24
-2.61,8.58,4.06, -0.29,0.79,0.18
-5.28,7.77,2.10, 0.08,0.50,-0.20
-4.95,8.36,0.76, 0.58,0.20,-0.09
-6.58,7.13,0.47, 0.63,0.55,-0.69
-5.54,7.84,0.96, 0.24,0.43,0.18
-1.84,9.46,-1.03, -0.33,-0.10,0.16
-1.35,10.39,-0.48, -0.30,-0.49,-0.05
-1.99,10.37,-0.50, -0.29,-0.66,0.74
-0.76,10.62,0.21, -0.52,-0.34,0.57
-1.48,8.18,0.75, -0.41,-0.46,0.45
-1.00,9.97,-0.03, -0.47,-0.20,-0.30
-0.50,9.02,1.19, -0.61,-0.06,0.05
-0.30,8.95,1.78, -0.53,-0.07,0.11
-0.45,8.69,3.53, -0.44,-0.27,-0.17
-1.05,8.43,4.02, -0.38,-0.09,-0.16
-1.22,8.43,3.70, -0.10,0.30,-0.09
-1.81,8.51,3.89, 0.05,0.34,0.01
-1.31,7.79,3.86, 0.19,0.06,0.02
0.23,10.22,2.85, 0.20,0.57,0.15
-1.95,8.70,3.31, 0.26,0.58,-0.17
-3.83,8.93,2.77, 0.28,0.75,-0.05
-1.51,9.09,3.20, 0.22,0.57,0.11
-2.10,8.67,1.75, 0.29,0.59,-0.02
-3.02,8.21,0.27, -0.27,-0.29,0.12
-3.99,9.15,0.80, -0.40,-0.45,0.44
-2.49,9.13,0.82, 0.04,-0.42,0.00
-2.22,9.11,1.57, -0.17,-0.41,0.03
-2.91,8.99,1.79, -0.06,-0.57,0.16
-2.46,9.32,0.66, 0.01,-0.49,0.03
-1.60,9.31,0.56, 0.15,-0.43,0.26
-1.74,9.39,1.19, 0.21,-0.28,0.18
-0.06,9.60,1.12, 0.17,-0.41,0.26
-0.66,9.83,0.46, -0.07,-0.25,0.28
-0.97,9.60,0.35, -0.02,-0.04,0.28
-0.33,9.71,0.91, -0.23,0.20,0.08
-1.91,9.88,0.30, -0.36,-0.07,0.36
0.68,9.22,1.02, -0.43,0.02,0.29
0.10,9.62,0.95, -0.38,-0.03,0.02
-0.52,9.05,2.43, -0.29,-0.28,0.23
-0.79,8.64,3.48, -0.47,-0.41,0.18
0.37,9.04,2.36, -0.44,-0.19,0.01
0.05,9.52,2.38, -0.48,-0.11,-0.10
0.61,8.85,2.37, -0.55,-0.21,0.14
-0.03,9.23,2.86, -0.47,-0.25,0.03
-0.15,8.99,2.87, -0.45,-0.17,0.13
-0.34,8.60,3.55, -0.68,-0.15,-0.12
-0.26,8.23,4.09, -0.51,0.06,-0.17
-0.51,7.91,4.19, -0.59,0.23,-0.30
-0.86,7.92,4.87, -0.56,0.35,-0.01
-2.99,6.54,5.82, 0.10,0.18,-0.22
-3.69,6.98,5.22, 0.07,-0.11,-0.30
-4.33,6.16,4.92, 0.01,-0.18,-0.27
-3.46,6.37,4.92, 0.31,-0.70,-0.09
-3.55,6.29,6.00, 0.22,0.13,0.09
-4.07,7.31,4.48, 0.26,-0.23,-0.10
-3.42,6.87,3.46, 0.62,-0.31,-0.12
-2.85,8.15,3.23, 0.24,0.22,-0.20
-4.27,7.43,2.33, 0.15,-0.10,-0.04
-4.45,8.22,1.72, 0.10,-0.05,-0.07
-4.70,7.79,1.64, -0.03,-0.01,0.09
-5.08,7.83,1.64, 0.02,0.07,0.07
-5.00,7.87,1.60, -0.06,0.04,0.11
-4.86,8.14,1.52, -0.07,0.10,0.09
-4.70,8.68,1.11, -0.17,0.06,0.29
-2.27,9.27,1.75, -0.46,-0.31,0.60
-2.65,8.37,2.88, -0.42,-0.13,0.24
-2.46,7.94,3.40, -0.04,-0.50,0.28
-1.02,8.75,3.31, 0.10,-0.25,-0.23
-0.70,8.29,4.13, -0.06,-0.02,-0.15
-1.07,9.45,2.57, -0.40,0.15,0.06
-0.01,8.89,2.99, -0.66,0.41,-0.12
-2.59,7.82,5.37, -0.03,0.15,-0.73
-5.97,6.87,2.79, -0.14,-0.09,0.21
-4.59,7.61,2.97, -0.22,-0.43,0.61
-4.64,7.52,3.45, -0.19,-0.42,0.51
-3.69,7.85,3.51, -0.13,-0.37,0.42
-2.15,7.89,4.28, 0.05,-0.46,0.15
-2.70,7.85,4.04, 0.25,-0.83,0.31
-0.34,8.72,2.91, -0.34,0.51,-0.04
-1.24,8.56,3.31, -0.68,1.21,0.05
-1.11,8.34,3.45, -0.69,1.30,0.01
-1.54,8.34,4.34, -0.71,1.35,-0.05
-2.30,7.67,4.08, -0.24,0.47,0.23
-2.89,8.37,3.29, 0.56,-0.20,-0.13
-2.74,8.22,3.05, 0.79,-0.27,-0.11
-1.83,9.10,2.38, 0.87,-0.26,-0.71
-3.12,8.69,0.62, 0.19,-0.22,-0.22
-4.15,8.92,0.00, 0.09,-0.45,-0.15
-3.89,8.56,0.34, 0.09,-0.35,-0.18
-4.40,8.68,0.03, 0.05,-0.20,-0.06
-4.59,8.88,0.66, 0.01,0.13,-0.16
-4.71,8.82,0.37, -0.28,0.05,0.05
-4.07,7.89,0.32, -0.40,-0.10,0.09
-4.35,9.73,1.16, -0.27,0.57,-0.14
-3.46,8.33,0.77, -0.33,-0.00,0.19
-3.87,9.39,1.54, -0.02,0.11,0.05
-2.73,8.26,0.96, -0.44,0.25,0.26
-2.56,8.70,1.64, -0.41,0.50,0.21
-2.92,10.36,1.58, -0.38,0.51,0.41
-2.21,8.21,1.73, -0.48,0.27,0.05
-2.80,8.06,2.20, -0.04,-0.03,-0.23
-2.78,9.77,1.88, 0.21,0.17,-0.58
-3.52,9.39,1.80, -0.65,0.85,0.16
-3.06,8.77,2.06, -0.03,-0.72,-0.02
-3.53,7.88,2.06, -0.23,-0.47,-0.08
-4.28,8.97,2.22, 0.34,-0.21,-0.41
-2.79,8.50,2.06, -0.81,0.10,0.35
-3.49,8.17,3.24, -0.11,-0.13,-0.04
-3.25,7.69,2.95, -0.42,0.02,0.21
-2.29,8.12,4.28, -0.42,0.04,0.30
-4.02,7.13,3.95, -0.60,0.31,0.20
-3.97,7.70,4.53, -0.15,-0.11,-0.08
-4.10,7.26,4.49, -0.27,0.15,0.07
-3.60,6.77,4.51, -0.30,0.10,0.05
-4.19,7.41,5.07, -0.24,0.26,-0.20
-4.26,6.51,4.37, -0.24,0.07,-0.02
-4.11,6.28,4.22, -0.26,0.16,-0.11
-4.36,6.28,4.50, -0.28,0.26,-0.05
-4.52,6.35,4.77, -0.20,-0.03,0.10
-4.62,5.89,4.86, -0.19,0.08,-0.03
-4.99,5.71,4.85, -0.21,0.12,0.00
-4.81,5.76,4.72, -0.18,0.16,-0.01
-5.13,6.46,4.57, -0.15,0.23,-0.12
-5.53,6.47,5.20, -0.14,0.19,-0.02
-4.65,5.46,4.55, -0.15,0.09,0.09
-5.68,6.43,4.95, 0.02,0.17,-0.07
-3.97,7.24,4.62, 0.35,-0.51,-0.17
-4.29,7.38,4.13, 0.62,-0.41,-0.49
-3.85,7.11,4.60, 0.54,-0.39,-0.36
-4.11,7.57,4.18, 0.59,-0.54,-0.36
-4.20,7.38,4.27, 0.34,-0.12,0.04
-4.92,7.00,3.56, 0.25,-0.17,-0.03
-4.13,7.72,2.73, 0.22,-0.15,-0.21
-4.23,7.17,3.08, 0.24,-0.12,-0.30
-4.92,7.23,3.00, 0.06,-0.27,-0.11
-4.60,7.44,2.94, -0.05,-0.19,-0.15
-4.79,7.75,2.73, -0.15,0.04,-0.08
-5.35,4.93,3.39, 0.20,0.00,-1.03
-5.10,7.61,2.61, 0.08,-0.19,-0.13
-5.54,7.54,1.92, 0.07,-0.06,-0.25
-5.59,7.35,2.41, -0.08,0.14,-0.03
-5.49,7.14,2.28, -0.05,0.09,-0.05
-5.86,7.30,2.60, -0.11,-0.01,0.06
-3.74,7.44,2.94, -0.16,-0.25,0.47
-3.68,7.89,2.56, -0.09,-0.31,0.36
-3.54,7.90,3.00, -0.06,-0.63,0.25
-3.26,7.35,3.44, -0.00,-1.09,0.33
-1.97,8.24,4.06, 0.01,-0.07,0.23
-1.88,8.23,4.04, 0.16,-0.03,0.24
-1.72,7.99,4.34, 0.39,-0.17,0.29
-1.60,8.75,3.49, 0.27,-0.57,0.19
-0.79,9.20,2.32, 0.07,-0.02,-0.12
-1.12,9.61,2.62, -0.01,-0.06,-0.15
-1.48,9.04,1.95, -0.36,0.05,-0.45
-2.43,8.31,3.22, -1.04,0.00,-0.45
-2.57,7.73,4.47, -0.88,0.09,0.91
-3.18,7.24,3.79, -0.80,0.22,0.83
-2.97,8.62,4.14, -0.06,-0.25,-0.54
-3.33,6.89,4.26, -0.13,0.35,-0.11
-3.52,7.25,4.43, 0.02,0.25,-0.09
-4.30,7.36,3.95, 0.11,-0.01,-0.09
-5.03,7.28,3.47, -0.06,0.21,-0.05
-4.61,7.09,3.71, -0.00,0.20,0.14
-4.68,7.15,3.53, 0.05,0.06,0.21
-3.97,8.15,3.20, -0.18,-0.37,-0.13
-3.96,8.07,2.89, -0.04,-0.11,0.01
