AccX,AccY,AccZ,GyroX,GyroY,GyroZ
10.98,0.44,-1.79, -0.36,-0.51,0.23
10.40,0.43,-1.91, 0.19,0.21,0.43
10.91,0.16,-2.91, 0.12,0.14,0.34
9.77,0.36,-1.89, 0.07,0.06,0.44
10.04,0.02,-1.88, 0.04,0.05,0.30
9.53,-0.15,-1.96, -0.03,-0.10,-0.13
10.60,-0.94,-2.56, -0.13,-0.13,0.02
9.84,-0.72,-2.01, -0.10,-0.13,0.01
9.87,-0.94,-2.15, -0.15,-0.11,-0.04
11.43,-0.00,-1.47, 0.04,-0.21,0.64
11.40,-2.14,-3.15, 0.15,-0.29,1.44
9.17,-2.58,-0.86, 0.11,0.06,1.36
11.11,-2.83,-5.75, -0.31,-2.56,0.09
0.03,-7.31,-7.57, 0.07,-0.05,-0.01
1.83,-9.49,-7.86, 0.26,0.40,-0.37
2.74,-9.28,-6.11, 0.24,0.26,0.13
3.30,-8.11,-5.79, -0.04,-0.41,-0.47
3.46,-8.08,-5.84, -0.13,-0.39,-0.30
3.62,-7.66,-6.35, -0.19,-0.37,-0.22
3.19,-7.38,-6.96, -0.20,-0.02,-0.02
2.94,-6.83,-7.78, -0.07,-0.22,-0.25
3.25,-6.20,-8.05, -0.04,-0.04,-0.00
4.52,-6.97,-7.60, 0.28,0.18,0.03
4.99,-7.91,-5.78, 0.11,-0.50,-0.06
5.29,-8.59,-5.37, 0.08,-1.06,-0.34
4.19,-7.13,-5.92, -0.04,-0.39,-0.03
2.14,-6.38,-8.63, -0.13,-0.06,-0.12
1.67,-6.70,-8.15, -0.06,-0.02,-0.14
1.59,-6.59,-8.47, -0.05,0.02,-0.13
3.39,-5.76,-7.82, 0.14,-0.36,0.01
2.87,-8.55,-7.34, 0.14,0.05,-0.25
3.44,-6.64,-7.12, -0.04,-0.24,-0.08
2.62,-6.86,-7.30, 0.02,-0.20,-0.18
2.29,-7.07,-7.58, -0.07,-0.08,0.13
2.87,-7.68,-7.14, 0.11,-0.11,-0.01
2.13,-6.84,-7.86, 0.15,-0.15,-0.15
2.68,-7.75,-6.63, -0.12,0.28,0.33
3.13,-8.16,-5.57, 0.63,0.44,0.09
2.28,-7.44,-7.11, 0.30,0.02,0.47
2.72,-8.45,-5.54, 0.15,0.30,0.65
2.47,-8.47,-5.76, -0.00,0.15,0.20
2.48,-8.46,-6.01, -0.27,-0.23,-0.27
2.88,-8.37,-6.22, -0.39,-0.24,-0.24
2.63,-7.33,-5.80, -0.33,-0.43,-0.47
2.91,-7.60,-7.19, -0.17,-0.32,-0.79
3.96,-6.47,-6.96, -0.44,0.06,0.42
1.40,-6.00,-8.78, -0.74,0.10,1.61
0.12,-5.25,-7.33, -1.11,0.16,0.81
-4.02,-10.44,-10.16, -0.13,-0.55,-0.74
-0.31,-4.70,-7.25, -0.61,-0.66,0.65
-5.02,-5.31,-11.28, 0.15,0.13,-0.60
-1.38,-5.25,-9.02, -0.10,-0.09,0.51
-2.37,-4.07,-9.85, -0.90,0.27,-0.59
-0.79,-4.89,-8.78, -0.53,1.02,-0.94
3.45,-5.50,-9.52, 0.26,-0.00,-0.48
2.09,-5.36,-9.20, -0.29,-0.43,0.09
1.67,-4.47,-10.38, -0.04,-0.03,-0.36
-0.10,-4.51,-9.38, -0.05,-0.12,0.12
2.52,-3.93,-10.16, -0.26,-0.06,-0.67
2.17,-4.11,-9.50, -0.57,0.10,-0.67
-4.33,-7.26,0.63, -0.80,-0.50,1.50
1.24,-2.83,-9.59, -0.46,-0.85,0.38
-1.91,-4.57,-8.21, -0.31,-2.70,-0.10
7.67,-19.61,19.61, 1.22,1.72,-1.21
0.75,-3.29,-8.81, -0.25,-0.01,0.20
2.46,-3.74,-8.97, 0.06,-0.19,-0.39
4.72,-2.70,-10.76, -0.19,0.01,-0.58
0.07,-2.62,-8.63, -0.47,-0.13,0.58
3.60,-2.70,-9.24, 0.11,-0.51,-1.83
3.08,0.55,-10.24, -0.46,-0.43,0.66
-6.77,3.00,-14.38, 0.05,1.09,1.66
1.35,-3.45,-10.04, -0.11,-0.17,0.09
2.96,-3.95,-9.91, -0.14,0.06,-0.10
0.46,-3.53,-9.78, 0.39,0.25,0.28
0.68,-3.14,-11.02, -0.05,-0.04,1.53
2.29,-1.47,-11.99, 0.17,-0.02,0.41
-0.94,0.00,-9.11, -0.29,-0.15,-0.25
2.98,-3.22,-10.34, -0.58,-0.65,-0.23
-1.39,-1.75,-10.49, -1.19,0.01,2.42
3.60,-6.30,-10.50, -0.59,-0.10,1.22
3.54,-3.17,-11.03, -0.19,-0.04,-0.16
2.83,-3.68,-9.70, 0.29,0.00,0.21
3.46,-4.46,-10.42, 0.13,0.19,-0.21
2.84,-1.15,-4.41, 0.05,-0.05,0.47
3.92,-3.62,-12.59, -0.13,0.54,-0.38
2.82,-2.54,-8.68, 0.35,-0.70,2.12
2.30,-6.26,-8.04, 0.59,0.54,0.16
3.48,-7.87,-8.64, 0.40,0.59,-0.24
0.96,2.70,-9.21, -0.38,-0.63,-0.02
3.30,-4.56,-7.70, 0.19,0.56,-0.65
5.79,-5.98,-8.04, -0.24,0.46,0.26
4.34,-5.46,-7.35, 0.28,-0.06,-0.48
4.88,-4.34,-8.49, -0.08,-0.09,-0.08
5.16,-5.25,-8.80, -0.38,0.04,0.20
4.70,-5.31,-7.57, -0.10,-0.49,-0.23
5.72,-6.95,-5.77, -0.34,0.18,-0.65
5.80,-5.11,-8.21, -0.04,-0.10,-0.02
6.24,-5.91,-7.39, 0.44,-0.19,0.06
5.09,-4.54,-8.20, 0.78,-0.27,-0.52
6.03,-5.65,-8.90, 0.04,-0.36,-0.76
4.71,-4.59,-7.27, 0.20,0.08,-0.73
4.36,-5.87,-7.48, -0.07,-0.22,-0.00
4.02,-5.70,-7.32, -0.16,-0.34,-0.29
5.03,-5.91,-8.16, -0.16,-0.05,0.05
4.12,-5.12,-8.49, -0.26,0.11,0.33
4.44,-5.86,-8.27, 0.05,-0.00,-0.27
4.65,-5.98,-7.91, 0.10,-0.39,-0.56
5.62,-5.66,-8.47, -0.28,-0.29,-0.14
5.00,-5.69,-8.46, 0.13,-0.86,-0.84
4.24,-4.51,-8.71, -0.10,-0.29,0.02
3.95,-5.66,-8.82, -0.64,-0.90,-0.04
1.73,-3.66,-10.23, -0.21,-0.65,0.02
1.80,-4.53,-11.55, -0.07,-1.17,-0.00
-1.00,-2.78,-11.20, 0.07,-0.79,-0.66
1.60,-4.55,-10.03, 0.28,0.05,-0.01
-0.42,-4.19,-9.91, 0.43,-0.06,-0.11
3.01,-2.85,-9.38, -0.39,-0.59,-0.44
-0.38,-5.36,-9.38, 0.37,-0.18,-0.18
0.58,-4.10,-8.85, 0.27,-0.37,-1.24
0.07,-3.16,-7.71, 0.22,-0.30,-1.89
-0.19,-2.98,-7.93, -0.56,0.11,-3.08
3.16,-3.99,-9.83, 0.00,0.30,-0.30
2.76,-2.76,-10.48, -0.01,0.06,0.79
5.95,-0.86,-11.67, -0.28,0.26,-1.01
3.45,-2.38,-9.57, -0.10,0.14,-0.84
3.68,-4.24,-9.14, -0.06,-0.24,-0.19
5.49,-2.55,-12.92, -0.32,-0.05,0.24
2.10,-2.20,-10.23, -0.40,-0.69,0.86
4.90,-3.94,-8.83, -0.60,-0.07,0.41
2.26,-3.52,-9.55, -0.31,0.13,0.17
1.89,-3.00,-10.82, -0.41,0.00,0.08
3.28,-3.03,-10.00, -0.31,-0.14,0.24
2.36,-2.68,-10.48, -0.16,-0.23,0.17
2.45,-2.48,-10.40, 0.01,-0.33,-0.17
3.11,-2.69,-10.05, -0.17,-0.09,0.21
2.17,-2.95,-10.17, -0.14,-0.30,0.03
3.67,-1.73,-10.21, -0.40,0.32,0.35
2.69,-2.87,-10.91, -0.45,0.27,0.70
6.57,-1.63,-9.00, 0.64,-0.98,-1.47
5.68,-2.00,-7.93, 0.65,-0.90,-1.54
4.58,-1.92,-9.66, -0.21,0.05,0.16
4.66,-0.85,-10.60, -0.41,0.01,0.56
5.61,-1.53,-8.45, -0.49,0.09,0.56
4.18,-2.40,-9.47, -0.40,0.19,0.48
4.24,-3.51,-9.54, -0.08,-0.39,0.24
4.04,-3.38,-9.75, -0.02,-0.47,0.05
2.03,-2.80,-9.75, 0.23,0.13,-0.84
0.62,-2.23,-10.64, 0.05,-0.28,-0.14
2.85,-2.67,-10.11, 0.19,-0.27,-0.67
1.34,-2.24,-11.63, -0.13,0.04,-0.52
2.47,-2.51,-10.45, -0.10,-0.12,-0.12
3.28,-2.44,-10.52, -0.06,-0.07,-0.21
3.26,-2.03,-10.44, 0.20,-0.20,-0.66
3.00,-2.77,-9.95, -0.02,-0.12,-0.13
2.16,-2.50,-10.67, 0.03,-0.22,-0.36
1.70,-2.73,-10.48, 0.13,-0.26,-0.51
2.26,-3.11,-10.26, -0.11,-0.12,0.21
1.80,-3.16,-10.60, -0.17,0.06,0.63
1.68,-3.30,-10.56, -0.17,-0.18,0.52
1.67,-2.65,-10.71, -0.12,-0.29,0.33
1.57,-2.96,-10.57, 0.05,-0.35,-0.25
1.23,-3.01,-10.22, -0.07,0.05,0.19
2.88,-2.83,-10.39, -0.20,0.37,-0.12
3.09,-2.67,-10.01, -0.09,0.27,-0.31
3.44,-2.59,-10.01, 0.18,-0.00,-0.86
3.63,-2.30,-9.43, -0.21,-0.03,0.44
3.11,-1.90,-10.94, -0.15,0.03,0.22
4.16,-2.29,-9.72, 0.06,-0.14,-0.16
3.25,-1.81,-10.69, 0.01,-0.07,-0.19
4.17,-2.53,-10.51, 0.14,-0.06,0.23
4.10,-3.68,-9.50, -0.07,0.01,0.04
3.36,-3.85,-10.28, -0.10,0.13,0.21
3.41,-3.31,-9.19, -0.28,0.11,0.31
2.94,-3.45,-9.91, -0.14,-0.05,0.36
4.37,-3.47,-9.70, -0.12,0.00,0.52
2.86,-4.15,-9.24, 0.03,0.12,0.21
3.66,-3.81,-10.16, -0.34,-0.04,-0.02
3.39,-4.49,-9.62, -0.45,-0.03,-0.08
2.87,-3.71,-9.38, -0.52,-0.03,-0.11
3.02,-4.90,-9.46, -0.59,0.05,0.07
4.14,-4.29,-10.12, -0.68,0.06,0.32
3.97,-1.47,-10.07, -0.36,0.41,0.14
3.79,-3.82,-9.52, -0.17,0.11,0.09
3.82,-3.99,-9.65, -0.06,-0.12,-0.07
3.72,-4.25,-9.70, -0.02,-0.30,-0.16
3.75,-4.19,-9.45, 0.06,-0.41,-0.31
4.50,-3.49,-10.42, -0.11,-0.29,-0.30
3.22,-3.09,-9.94, 0.27,-0.31,-0.46
2.97,-3.02,-9.94, 0.31,-0.38,-0.54
3.11,-2.88,-10.34, 0.25,-0.16,-0.21
3.25,-3.74,-9.79, 0.08,-0.14,-0.10
2.94,-3.90,-9.76, -0.04,-0.12,-0.01
3.26,-3.96,-9.63, -0.25,-0.02,0.14
3.54,-4.18,-9.38, -0.46,0.35,0.31
3.81,-4.47,-9.42, -0.53,0.45,0.27
4.41,-3.85,-9.98, 1.12,-0.21,0.26
2.84,-4.49,-6.93, 1.70,-0.13,0.14
-8.47,-12.90,-9.59, 1.50,-0.44,0.45
3.33,-12.25,-2.41, 0.10,-1.27,-0.64
5.31,-10.48,-1.04, 0.28,0.09,0.75
3.78,-8.10,-2.01, -0.61,-0.04,0.39
3.62,-7.81,-0.85, -0.43,0.12,-0.13
2.96,-11.09,-0.97, 0.42,0.30,-0.60
3.49,-10.20,0.28, 0.23,-0.04,-0.26
4.48,-10.18,-1.02, 0.08,0.17,-0.59
3.98,-3.76,-7.63, 0.67,-0.52,-0.10
3.29,-5.70,-8.10, 0.60,-0.42,-0.04
3.86,-7.90,-8.33, -0.48,0.81,0.14
4.17,-6.87,-7.59, -0.59,0.44,0.42
3.49,-6.90,-7.83, -0.64,0.35,0.41
3.80,-6.33,-8.27, -0.78,0.64,0.71
4.14,-5.45,-7.75, -0.38,0.49,0.32
4.92,-6.49,-7.31, 0.02,-0.18,-0.29
5.75,-6.67,-5.74, -0.00,0.04,0.21
4.53,-7.53,-5.71, 0.26,0.24,0.09
4.81,-7.26,-5.60, 0.34,0.08,0.11
4.73,-7.60,-6.34, 0.45,0.10,0.05
4.67,-7.48,-6.40, 0.00,0.05,0.58
5.38,-7.03,-6.47, -0.45,0.05,1.00
4.17,-8.82,-5.12, -0.08,-0.56,0.36
4.29,-8.36,-6.06, 0.18,-0.26,-0.20
4.14,-7.54,-5.65, -0.09,-0.03,-0.06
4.29,-7.42,-6.19, -0.29,0.21,-0.04
4.97,-7.25,-6.44, -0.33,0.07,0.11
4.79,-6.89,-6.45, -0.32,0.05,0.04
4.98,-6.87,-6.60, -0.38,-0.13,0.05
5.65,-7.52,-7.89, -0.12,-0.52,-0.42
5.32,-5.01,-8.40, -0.04,-0.23,0.04
4.94,-4.92,-8.09, -0.03,-0.24,0.20
5.14,-5.78,-8.33, -0.10,0.07,0.74
3.44,-6.84,-7.41, -0.15,-0.12,-0.13
3.29,-6.89,-7.51, -0.21,-0.29,-0.24
2.75,-6.31,-7.08, -0.13,-0.41,-0.47
3.77,-6.37,-8.05, -0.10,-0.11,-0.42
4.28,-5.59,-7.59, -0.10,0.00,-0.46
4.75,-5.39,-7.77, -0.12,0.29,-0.29
4.85,-5.04,-7.97, -0.18,0.38,-0.14
4.37,-5.65,-6.74, -0.01,-0.23,0.33
5.49,-4.79,-6.73, 0.29,-0.40,0.05
5.56,-5.53,-6.20, 0.78,-0.52,-0.30
5.35,-4.29,-6.74, 1.89,-1.36,-2.44
3.14,-6.25,-8.09, 0.24,-0.03,-0.73
3.28,-6.51,-7.88, 0.19,0.06,-0.75
5.46,-6.22,-7.26, -0.17,-0.18,0.06
4.37,-6.20,-7.74, -0.26,-0.35,0.36
4.13,-6.13,-7.90, -0.25,-0.35,0.38
2.57,-6.68,-7.56, 0.14,0.50,-0.06
1.78,-8.14,-7.48, -0.01,1.08,-0.23
4.35,-6.69,-9.39, 0.38,-0.18,-0.45
4.18,-5.57,-8.21, 0.48,0.26,0.13
3.72,-6.33,-5.13, -0.20,0.26,0.03
3.92,-7.18,-4.61, -0.76,0.22,0.00
4.92,-8.24,-5.24, -1.14,-0.62,0.48
6.86,-6.36,-5.29, -0.69,0.27,0.49
4.13,-6.42,-6.12, -0.18,0.51,0.05
4.95,-7.11,-6.34, -0.07,-0.04,0.15
4.76,-7.41,-6.13, -0.02,-0.15,0.18
5.06,-7.73,-6.15, -0.03,-0.29,-0.11
4.92,-7.73,-6.57, -0.15,-0.06,-0.05
4.94,-7.28,-6.74, -0.15,-0.17,-0.16
4.37,-7.18,-6.37, -0.26,0.36,0.10
5.43,-7.19,-5.36, 0.13,-0.42,-0.66
5.08,-6.98,-6.94, 0.35,-0.66,-0.68
5.48,-6.40,-5.37, -0.00,0.02,0.04
5.95,-7.16,-4.48, 0.04,-0.21,-0.11
0.15,6.39,-7.62, 1.11,-0.43,-1.01
1.17,6.68,-7.89, -0.11,0.56,0.07
1.25,7.80,-7.12, -0.68,0.71,0.86
2.65,7.96,-7.49, -0.64,0.86,0.91
6.78,-6.63,-3.42, -0.64,-0.22,0.53
3.77,-6.31,-6.75, 0.11,-0.17,-0.42
3.63,-5.95,-6.28, -0.33,0.02,-0.19
4.64,-5.54,-6.92, 0.35,-0.16,-0.81
3.96,-5.08,-6.20, 0.82,-0.61,-1.24
5.05,-5.72,-7.48, 0.11,-0.23,-0.18
5.92,-5.66,-7.15, -0.18,0.21,0.51
3.90,-7.05,-8.85, 0.51,-0.60,-0.22
4.86,-5.38,-7.88, 0.40,-0.16,-0.29
4.86,-5.76,-7.46, -0.21,0.20,0.43
5.59,-6.34,-7.04, -0.36,0.16,0.62
3.39,-4.52,-6.84, -0.35,-0.05,0.37
3.52,-4.45,-8.42, -0.64,-0.49,-0.75
1.32,-4.47,-7.14, 0.07,-0.99,-0.42
2.55,-5.90,-8.50, 0.03,0.17,0.29
2.97,-6.41,-8.37, -0.03,0.15,0.33
1.99,-5.77,-9.05, 0.11,0.35,0.20
3.11,-6.51,-8.31, 0.21,0.34,-0.30
2.51,-5.82,-5.81, -0.09,-0.46,-0.78
4.91,-10.40,-8.67, 0.25,-0.64,0.33
3.38,-6.06,-8.08, 0.01,-0.02,-0.32
4.16,-5.73,-8.30, 0.25,-0.10,-0.40
6.18,-10.04,-9.73, -0.20,0.18,-0.14
4.10,-7.14,-8.49, -0.07,0.14,0.00
6.95,-5.98,-9.33, -1.53,0.24,1.76
3.00,-5.56,-8.08, -0.07,0.05,-0.12
4.25,-5.95,-9.33, 0.24,0.03,-0.25
3.45,-6.68,-7.94, 0.06,-0.25,-0.30
3.97,-6.28,-8.95, -0.08,-0.50,-0.18
3.64,-5.65,-8.33, -0.43,-0.88,0.59
3.13,-5.02,-7.41, -0.44,-0.23,0.67
0.88,-4.80,-8.20, -0.02,0.49,-0.50
2.74,-4.75,-9.67, -0.15,-0.04,-0.20
4.08,-5.10,-8.58, -0.37,-0.04,-0.19
4.19,-6.35,-8.20, -0.06,-0.28,-0.51
3.61,-4.95,-7.93, 0.24,-0.61,-0.71
2.82,-5.03,-9.31, 0.19,-0.33,-0.45
2.69,-5.51,-8.97, 0.02,-0.24,-0.22
3.11,-5.29,-8.95, -0.15,-0.14,0.04
0.87,-5.45,-7.35, -0.06,-0.09,-0.23
3.24,-5.62,-8.27, -0.07,0.15,0.00
3.07,-5.43,-7.74, 0.03,-0.03,0.64
1.85,-5.83,-7.45, 0.13,0.22,0.87
0.32,-6.73,-8.44, -0.67,-0.56,0.27
0.05,-7.01,-8.92, -0.41,-0.30,-2.37
0.95,-6.97,-9.97, 0.11,0.16,-1.41
1.88,-4.64,-10.12, 0.26,0.16,-0.17
2.79,-4.30,-10.22, 0.65,-0.16,-0.75
3.30,-8.34,-9.37, -0.07,-0.58,-0.32
1.93,-5.66,-9.20, -0.09,-0.34,-0.00
2.11,-6.34,-8.59, -0.03,-0.33,-0.09
1.37,-6.09,-8.91, 0.03,-0.21,-0.17
1.94,-6.37,-9.20, 0.04,-0.18,-0.20
1.28,-5.53,-8.77, -0.03,0.02,-0.11
2.36,-6.22,-8.82, -0.08,0.05,-0.10
2.40,-5.42,-7.80, -0.10,0.07,-0.19
1.54,-5.74,-9.09, 0.11,0.13,-0.03
2.83,-6.36,-9.08, 0.08,0.13,-0.25
2.29,-5.74,-7.55, -0.06,0.03,-0.19
3.37,-5.81,-6.83, -0.01,0.27,0.21
4.13,-7.55,-7.76, 0.18,0.57,0.11
4.23,-8.15,-7.64, 0.29,0.59,-0.21
3.58,-6.93,-7.95, -0.18,0.83,0.17
4.33,-7.55,-7.23, -0.39,0.42,0.29
4.25,-6.17,-7.60, -0.19,0.04,-0.51
6.19,-5.82,-8.63, -0.01,0.82,-0.09
5.99,-8.14,-7.35, -0.09,-0.26,-0.13
6.32,-3.88,-7.35, 0.13,-0.40,-0.39
5.51,-4.65,-8.09, -0.19,-0.12,0.24
5.86,-5.54,-7.35, 0.14,-0.57,-0.39
4.64,-5.75,-7.20, -0.08,-0.04,0.15
4.65,-4.78,-6.31, 0.09,-0.05,0.09
4.67,-4.86,-6.36, 0.04,-0.02,0.27
3.39,-4.85,-5.83, -0.16,0.16,0.49
2.89,-3.82,-5.80, 0.43,-1.70,-0.41
3.38,-8.54,-5.52, 0.21,-0.55,-0.02
2.51,-8.50,-6.62, -0.13,-0.03,-0.06
4.05,-6.89,-5.88, -0.25,0.11,0.20
3.76,-7.75,-7.35, -0.21,0.07,0.06
3.85,-7.37,-6.83, -0.11,-0.03,0.10
4.00,-7.71,-6.15, -0.05,-0.22,-0.11
4.16,-6.60,-5.98, -0.23,-0.11,-0.16
4.02,-7.63,-6.80, -0.32,-0.12,-0.16
4.44,-7.69,-6.80, -0.44,-0.05,-0.12
4.39,-7.09,-6.86, -0.40,0.05,-0.07
4.64,-6.76,-7.12, -0.11,0.02,-0.32
5.41,-6.02,-6.88, -0.11,-0.17,0.05
4.88,-7.05,-7.07, -0.13,-0.19,0.08
4.74,-7.28,-6.87, -0.07,-0.18,0.11
5.21,-5.99,-6.68, -0.17,0.00,0.18
4.14,-7.22,-6.89, 0.04,-0.09,0.01
4.52,-7.13,-7.08, 0.05,-0.09,0.05
4.39,-7.51,-6.50, 0.01,-0.05,-0.01
3.95,-6.79,-7.17, -0.05,-0.00,-0.13
4.36,-7.59,-6.92, 0.13,-0.11,-0.29
3.94,-6.62,-7.13, -0.01,-0.12,-0.12
3.52,-7.68,-6.75, -0.22,0.05,0.01
4.10,-6.55,-7.08, 0.00,-0.08,0.05
3.62,-7.76,-6.86, -0.22,0.04,0.12
3.84,-7.31,-7.91, -0.23,0.03,-0.02
4.46,-6.36,-7.90, -0.23,0.04,0.08
4.50,-6.44,-6.19, -0.43,0.01,-0.45
5.59,-3.00,-9.33, -0.93,-0.09,0.10
6.51,1.16,-7.96, -0.14,0.04,-0.48
5.90,2.70,-6.70, -0.28,-0.13,-0.61
6.72,2.44,-8.83, -0.44,-0.29,-0.60
5.90,3.22,-7.99, -0.04,-0.18,-0.89
7.37,1.30,-9.18, -0.33,-0.58,0.64
6.53,2.94,-8.72, 0.71,-0.35,-0.19
4.31,3.55,-9.23, 1.95,-0.70,-1.33
6.35,-3.38,-7.97, -0.09,0.03,-0.00
6.52,-3.33,-8.50, -0.20,0.27,0.30
7.14,-3.27,-9.02, -0.35,0.59,0.71
6.14,-3.03,-7.92, -0.02,0.48,0.82
6.65,-2.99,-7.49, 0.21,0.42,0.59
6.99,-4.43,-8.73, -0.33,1.00,0.98
6.63,-4.23,-7.25, -0.61,-0.36,-0.41
7.47,-4.49,-7.68, -0.93,-0.15,-0.34
6.89,-2.32,-8.37, -0.02,-0.15,0.20
6.39,-1.91,-8.31, 0.01,-0.16,0.14
6.40,-2.35,-8.42, -0.03,-0.09,0.06
6.31,-2.50,-8.56, -0.05,-0.11,0.04
5.44,-2.39,-7.94, -0.02,-0.23,-0.37
7.04,-2.87,-8.87, -0.37,0.04,-0.04
6.18,-1.57,-9.19, 0.15,0.11,-0.43
7.80,-2.14,-7.49, -0.14,-0.17,0.05
6.05,-1.39,-9.04, -0.06,-0.01,-0.08
7.57,-1.76,-7.92, -0.05,-0.02,-0.00
6.67,-1.47,-8.92, -0.04,-0.03,0.05
6.12,-1.74,-7.27, 0.04,-0.28,-0.30
6.88,-2.15,-9.01, -0.05,0.15,0.07
7.25,-1.51,-7.49, -0.09,-0.19,0.12
6.54,-1.74,-8.81, -0.04,-0.04,-0.03
5.67,-1.74,-7.82, -0.05,-0.20,-0.27
8.44,-2.33,-8.12, -0.23,0.12,0.28
6.61,-2.13,-7.90, -0.08,-0.07,0.04
7.22,-1.81,-8.96, -0.01,-0.03,0.18
6.34,-2.55,-8.54, 0.43,-0.28,0.01
5.21,-4.53,-9.40, -0.03,-0.26,-0.11
4.68,-4.02,-8.67, -0.15,-0.14,-0.09
4.72,-3.67,-9.23, -0.10,-0.18,-0.06
4.59,-4.06,-9.70, -0.04,0.05,-0.20
6.13,-3.47,-9.01, -0.88,0.50,0.11
6.81,-1.55,-9.66, 0.08,-0.22,0.36
6.23,-1.99,-9.64, 0.11,-0.30,0.60
3.79,-3.05,-8.81, -0.21,0.13,-0.23
4.31,-4.59,-7.86, -0.80,0.44,0.05
4.94,-4.59,-8.43, -1.07,0.58,0.51
3.47,-3.42,-8.85, -1.21,0.74,0.27
5.39,-3.69,-9.11, -1.63,1.06,0.22
5.84,-0.61,-7.35, 0.27,-0.22,-0.81
6.69,0.68,-6.78, 0.23,-0.05,0.92
5.90,-4.18,-7.84, -0.10,-0.06,-0.04
6.25,-4.19,-7.69, -0.16,-0.17,-0.09
6.27,-4.41,-7.62, -0.17,-0.29,-0.14
6.42,-4.33,-7.81, -0.20,-0.34,-0.01
5.56,-3.58,-8.69, -0.07,-0.14,-0.08
5.30,-3.24,-7.94, -0.15,0.20,-0.12
6.15,-3.68,-9.04, -0.55,0.56,0.20
6.31,-2.68,-7.98, -0.43,0.13,0.11
6.02,-3.57,-8.36, 0.05,-0.04,0.02
