AccX,AccY,AccZ,GyroX,GyroY,GyroZ
2.84,-5.91,-7.45, 0.10,-0.14,0.04
4.16,-6.02,-7.01, 0.01,-0.17,-0.10
2.54,-6.99,-8.22, -0.12,-0.01,0.05
3.42,-6.63,-5.60, -0.19,-0.20,-0.13
3.22,-7.05,-8.51, -0.18,-0.02,-0.03
2.89,-6.60,-8.02, 0.01,0.24,-0.12
2.94,-6.99,-8.74, 0.12,0.19,-0.13
4.11,-6.08,-8.09, 0.04,-0.03,-0.04
3.96,-6.54,-7.14, 0.05,-0.30,-0.01
2.91,-6.96,-7.87, -0.06,-0.49,0.06
3.77,-6.51,-7.14, -0.21,-0.54,-0.03
2.37,-6.96,-7.86, 0.01,-0.56,0.05
2.08,-6.53,-7.61, 0.05,-0.30,0.01
2.80,-6.61,-7.00, 0.11,-0.16,0.06
2.15,-6.72,-7.99, 0.13,-0.27,0.01
3.28,-7.65,-7.61, 0.35,-0.65,-0.27
2.26,-6.09,-9.25, 0.52,-0.84,-0.25
0.35,-7.08,-6.91, 0.19,-0.23,-0.26
1.41,-7.26,-7.66, 0.50,-0.05,-0.19
2.50,-8.21,-7.04, 0.27,-0.62,-0.78
2.19,-8.15,-6.13, 0.25,-0.43,-0.96
3.51,-7.30,-7.19, -0.11,-0.44,-1.44
5.23,-2.57,-8.20, -0.60,-0.24,0.10
6.03,-4.87,-7.11, -0.20,-0.74,0.26
3.54,-3.90,-8.90, 0.27,-0.23,-0.45
4.79,-4.82,-8.75, -0.06,0.96,0.18
4.82,-4.51,-8.71, -1.14,1.27,0.70
5.78,-4.87,-8.94, -1.55,1.21,0.88
6.44,-3.10,-8.03, 0.30,-0.40,-0.36
6.21,-3.45,-8.87, 0.79,-1.47,-0.68
6.00,-4.30,-8.74, 0.69,-1.27,-1.06
4.15,-3.52,-8.09, 0.94,-0.71,-0.91
4.38,-4.29,-8.13, 0.26,-0.44,-0.27
4.62,-4.55,-8.47, -0.25,0.64,0.49
4.76,-4.78,-8.62, -0.22,0.64,0.38
4.37,-4.92,-9.26, -0.42,0.80,0.39
4.96,-4.09,-8.91, -1.08,0.60,1.02
5.54,-4.54,-8.41, -1.01,0.57,1.05
5.45,-4.73,-7.97, -0.40,0.63,0.82
4.44,-4.78,-8.05, -0.29,0.54,1.09
5.67,-5.37,-8.03, -0.17,0.40,0.80
6.32,-6.09,-8.81, -0.26,0.37,1.23
4.89,-5.30,-7.63, 0.50,-0.21,0.17
1.68,-6.16,-9.24, -0.29,-0.41,-0.07
1.47,-5.22,-9.25, -0.13,-0.47,-0.11
1.17,-5.15,-9.40, -0.08,-0.02,-0.02
0.44,-5.70,-8.19, 0.38,0.37,0.51
0.45,-5.93,-10.02, 0.19,0.95,0.82
0.80,-7.43,-8.44, 0.29,1.28,0.78
1.57,-7.02,-7.47, 0.63,0.90,-0.26
4.75,-7.53,-5.29, 0.71,1.04,-0.78
5.21,-7.70,-2.43, -0.73,-0.57,0.42
6.25,-7.92,-6.33, 0.08,-1.33,-1.90
1.92,-11.59,-5.50, -0.36,-0.30,-0.55
2.49,-6.85,-7.24, -0.23,-0.48,-0.77
2.09,-5.63,-7.31, 0.86,0.19,-1.08
6.72,-7.33,1.11, -0.38,-0.32,-0.28
6.80,-7.27,0.65, -0.30,-0.33,-0.14
7.68,-6.68,0.37, -0.16,-0.34,-0.27
8.12,-6.30,0.61, -0.08,-0.51,-0.49
9.99,-6.57,-1.02, 0.09,-0.41,-0.39
9.39,-5.06,-0.51, 0.02,-0.26,-0.50
9.44,-5.40,-0.82, -0.28,-0.17,0.03
8.50,-5.15,-1.17, -0.07,-0.05,0.03
8.39,-4.88,-1.39, -0.03,0.07,-0.11
8.61,-5.89,-0.87, -0.13,-0.07,-0.13
9.05,-5.83,-1.45, -0.30,0.06,-0.18
8.90,-4.67,-0.69, -0.29,-0.23,0.07
9.63,-5.44,-2.16, -0.30,-0.19,-0.02
8.92,-5.17,-1.86, -0.10,0.05,0.20
8.69,-5.29,-2.29, -0.06,-0.02,0.13
8.41,-6.02,-1.78, -0.06,-0.07,0.01
7.99,-5.60,-1.33, -0.00,0.09,0.09
8.73,-5.46,-2.69, -0.07,0.06,-0.03
8.32,-5.54,-2.27, -0.19,-0.13,0.05
7.74,-5.95,-1.56, 0.09,-0.10,0.15
7.74,-5.80,-2.29, 0.16,0.06,0.16
8.25,-6.39,-2.38, 0.29,0.14,0.10
8.50,-6.93,-1.58, 0.38,0.11,0.05
7.69,-6.17,-1.75, -0.27,-0.74,-0.07
8.39,-6.95,-1.14, -0.28,-0.86,-0.21
8.20,-6.90,-1.86, -0.37,-0.71,-0.45
8.82,-5.97,-1.28, -0.30,0.06,-0.10
14.13,-5.63,-3.58, 0.58,0.75,-1.08
8.64,2.32,-2.15, -0.41,-0.51,-0.34
10.26,1.54,-3.58, -0.14,-0.29,-0.38
8.89,1.26,-2.75, 0.16,0.19,0.92
8.87,4.85,-2.63, -0.02,0.09,0.99
10.17,1.22,-2.14, 0.12,0.14,0.15
10.43,1.26,-2.50, 0.10,-0.24,0.24
11.21,0.32,-2.84, 0.17,-0.18,-0.10
9.58,-0.17,-3.13, -0.38,0.10,1.57
8.89,-0.15,-2.32, 0.51,0.01,2.70
10.66,-2.16,2.24, -0.00,-0.32,-0.39
9.78,-4.03,1.22, -0.43,-0.25,0.67
8.94,-4.09,0.52, -0.48,0.17,1.42
8.90,-4.23,0.85, -0.62,0.35,0.94
8.43,-5.59,0.63, -0.35,0.23,1.23
6.99,-7.73,1.65, -0.06,-0.28,-0.78
8.21,-6.37,1.62, 0.25,-0.43,-1.87
7.99,-6.50,1.69, 0.35,-0.33,-1.95
9.03,-6.37,1.17, 0.31,-0.56,-1.38
7.60,-4.70,1.76, 0.27,-0.64,-0.88
8.48,-4.75,1.79, 0.39,-0.36,0.22
8.59,-4.41,0.59, 0.22,-0.36,-0.36
9.33,-5.22,1.36, 0.08,-0.42,-0.70
7.96,-3.64,-0.23, -0.04,-0.08,0.03
9.24,-4.98,0.57, -0.15,-0.15,0.19
8.52,-5.19,0.25, 0.55,0.23,-0.27
10.56,-5.55,2.01, 0.51,0.23,-0.36
12.43,-7.29,2.14, 0.21,0.25,-0.30
7.21,-5.51,1.16, -0.50,-0.05,-0.02
8.28,-12.16,-0.48, -0.92,0.27,-0.35
8.05,-7.50,-0.86, 0.78,-0.35,-0.84
9.68,-4.16,-0.14, -1.05,0.25,0.49
8.99,-6.37,1.40, -0.14,-0.25,-0.33
8.01,-6.16,1.24, -0.11,0.07,-0.30
8.82,-5.19,0.24, -0.42,0.27,0.23
7.13,-6.28,2.51, -0.27,0.14,0.07
7.35,-4.65,0.89, -0.38,-0.08,0.02
7.27,-5.73,0.44, -0.34,0.05,0.09
1.62,-5.14,-11.86, 0.03,-0.06,1.77
3.15,-4.18,-9.76, -1.03,-0.28,0.31
2.06,-4.15,-8.49, 0.18,-0.06,-0.45
1.13,-4.00,-10.04, 0.26,-0.04,-0.34
1.06,-4.70,-10.03, 0.29,0.01,-0.54
0.56,-4.61,-10.25, 0.18,0.03,-0.62
1.88,-5.08,-9.20, 0.05,0.09,-0.23
2.14,-4.51,-9.90, -0.16,-0.12,-0.09
2.06,-3.96,-10.61, -0.30,0.01,-0.24
2.03,-3.80,-9.02, -0.29,-0.03,0.04
1.82,-3.42,-10.47, -0.05,-0.16,-0.16
2.92,-3.97,-10.03, 0.22,0.01,-0.10
2.76,-3.69,-10.07, 0.28,-0.13,-0.02
1.86,-4.36,-9.00, 0.39,-0.07,0.11
1.07,-5.02,-9.40, 0.37,0.09,0.40
2.23,-5.14,-9.17, 0.58,-0.21,-0.03
-0.07,-7.08,-7.11, 0.42,-0.03,0.69
1.55,-7.45,-6.12, 0.05,0.01,-0.86
1.97,-8.34,-6.99, 0.08,-0.16,-0.53
3.29,-7.53,-7.18, 0.11,-0.05,-0.82
2.48,-7.15,-6.89, 0.08,-0.07,-0.39
2.13,-7.90,-6.93, 0.14,-0.13,-0.79
4.03,-8.03,-7.52, 0.09,-0.09,-0.08
2.65,-8.13,-6.48, -0.14,-0.00,0.45
3.04,-7.96,-7.06, -0.21,0.07,0.29
1.92,-7.51,-6.81, -0.21,-0.01,0.32
0.61,-7.68,-6.82, -0.03,-0.40,-0.80
2.13,-6.81,-6.12, -0.17,-0.09,0.23
3.76,-6.24,-7.80, -0.40,0.04,0.40
4.77,-6.32,-7.92, -0.45,0.13,-0.60
2.47,-5.91,-6.65, 1.32,0.32,-0.28
5.03,-7.18,-7.58, 0.93,-0.03,0.31
5.60,-9.17,-7.76, 0.65,-0.15,-0.27
5.09,-8.78,-6.48, 0.38,0.13,-0.20
4.62,-8.66,-5.75, -0.13,-0.12,0.35
3.55,-7.97,-5.42, -0.29,-0.09,-0.20
3.73,-8.48,-4.86, -0.08,-0.09,0.13
3.54,-8.46,-5.19, -0.13,-0.01,-0.00
3.23,-8.54,-4.94, -0.13,-0.08,0.19
3.13,-8.65,-4.95, -0.16,-0.14,0.11
3.04,-9.13,-5.30, 0.23,-0.08,0.14
2.75,-8.99,-4.75, 0.04,-0.02,0.04
2.99,-8.85,-3.95, 0.08,-0.14,0.23
3.31,-8.92,-5.35, -0.09,-0.18,-0.09
2.74,-9.25,-4.51, -0.24,-0.16,0.12
3.24,-8.66,-5.38, -0.27,-0.08,-0.20
3.57,-8.86,-4.82, -0.52,-0.28,-1.25
4.06,-8.42,-4.87, -0.40,-0.21,-0.59
3.65,-7.98,-5.38, -0.11,-0.12,-0.32
3.75,-7.93,-5.60, -0.07,-0.21,-0.21
3.89,-7.51,-5.95, 0.22,-0.03,0.25
4.73,-7.51,-5.61, 0.11,-0.03,0.07
4.92,-7.72,-5.58, 0.02,-0.08,0.17
4.48,-8.57,-5.31, 0.16,-0.06,0.32
3.66,-8.41,-5.13, 0.06,-0.06,0.37
3.85,-8.88,-4.93, -0.01,-0.12,0.27
3.44,-9.04,-5.02, -0.04,-0.05,0.23
3.38,-8.73,-5.35, -0.35,-0.18,-0.25
2.88,-8.48,-5.08, -0.37,-0.20,-0.31
2.01,-8.51,-5.53, 0.20,-0.01,0.88
2.07,-9.06,-4.84, -0.15,-0.09,-1.76
5.53,-5.84,-3.78, 0.03,-0.40,-0.50
7.36,-6.81,-7.44, 0.11,-0.49,-0.55
1.48,-8.26,-3.84, -0.07,-0.18,-0.79
4.10,-6.52,-4.82, -0.09,-0.12,-0.60
5.17,-6.15,-5.83, -0.08,0.23,-0.53
4.47,-5.84,-6.61, -0.55,0.04,0.15
6.29,-6.98,-6.42, 0.22,0.24,0.64
3.95,-8.48,-5.83, 0.52,-0.05,0.97
3.73,-8.74,-4.81, -0.02,-0.00,0.26
4.51,-8.97,-5.26, -0.47,-0.25,-0.59
2.87,-8.70,-3.73, -0.47,-0.17,-0.12
3.20,-8.52,-4.35, 0.07,-0.04,0.16
4.37,-8.04,-5.72, -0.29,-0.21,-0.28
3.78,-7.70,-4.78, -0.37,-0.24,-0.11
3.92,-7.23,-6.20, -0.19,-0.06,-0.02
4.31,-7.15,-5.53, 0.05,0.04,0.11
4.92,-7.42,-6.20, 0.23,0.03,-0.08
4.99,-7.64,-6.08, 0.01,0.03,0.01
3.74,-8.34,-4.90, -0.01,-0.05,-0.01
4.31,-7.86,-4.71, 0.13,0.03,0.19
4.39,-8.18,-5.93, 0.04,0.06,0.42
3.90,-8.42,-5.31, 0.06,0.11,0.32
2.53,-10.44,-3.63, 0.06,-0.30,-0.49
6.05,-3.00,-4.57, 0.64,-0.23,-0.67
4.51,-4.34,-5.08, 0.65,-0.21,-1.41
4.65,-8.83,-4.10, -0.37,-0.03,0.19
4.25,-7.18,-4.35, -0.99,0.03,0.84
5.72,-8.84,-3.54, -0.62,-0.07,0.01
5.48,-8.23,-4.30, -0.16,0.21,0.33
3.89,-7.90,-4.83, -0.21,0.26,0.01
3.45,-10.40,-4.54, 0.10,-0.04,-0.40
3.32,-7.94,-4.55, -0.08,0.04,0.44
4.47,-8.85,-5.20, -0.07,0.36,0.36
3.55,-8.81,-4.47, -0.04,0.03,0.14
3.17,-9.03,-4.45, -0.03,-0.12,0.23
2.78,-9.03,-4.10, -0.04,-0.02,0.15
3.29,-9.11,-4.32, -0.11,-0.08,-0.09
2.97,-8.86,-4.14, -0.16,-0.20,-0.19
2.81,-8.52,-3.66, 0.10,-0.02,0.25
2.80,-8.83,-4.08, -0.09,0.01,0.12
2.60,-9.13,-4.05, -0.09,-0.06,-0.02
5.03,-8.00,-5.13, 0.13,-0.45,-0.66
4.29,-7.60,-5.67, 0.31,-0.28,0.17
4.43,-7.82,-4.43, 0.18,-0.14,0.18
3.62,-6.24,-5.61, -0.41,0.06,0.60
5.37,-9.74,-4.61, -0.41,0.09,0.11
3.20,-8.94,-4.39, -0.13,0.17,0.30
1.48,-10.02,-3.24, -0.07,0.22,0.08
3.23,-8.47,-4.43, 0.11,0.09,0.35
2.32,-9.19,-4.09, 0.09,0.02,0.18
2.59,-9.50,-4.19, 0.03,-0.01,0.32
2.33,-9.40,-3.96, -0.07,-0.10,-0.06
2.64,-9.68,-4.67, -0.27,0.09,-0.20
3.85,-8.60,-5.09, -0.02,-0.12,-0.04
4.12,-8.61,-5.63, -0.45,-0.11,-0.54
2.31,-8.69,-3.94, -0.24,0.10,0.01
4.19,-8.52,-4.63, -0.12,-0.02,-0.10
4.76,-8.27,-4.80, -0.08,0.21,0.16
4.79,-8.09,-5.07, -0.32,-0.14,-0.27
5.02,-7.92,-4.89, -0.02,-0.04,-0.03
4.74,-8.25,-5.88, -0.07,0.08,0.02
4.91,-7.86,-5.46, -0.02,0.03,-0.02
4.07,-7.91,-4.98, -0.16,0.15,0.09
5.90,-8.12,-4.73, -0.14,-0.10,-0.08
4.26,-7.88,-6.01, -0.08,0.07,-0.16
4.48,-8.08,-4.86, -0.06,-0.07,0.12
5.06,-8.00,-5.35, -0.21,-0.06,-0.22
4.42,-7.57,-5.20, -0.09,0.06,0.02
5.02,-8.18,-5.75, -0.16,0.05,-0.21
4.11,-7.82,-5.01, -0.25,-0.02,0.04
5.31,-8.05,-4.26, -0.19,-0.36,-0.39
5.45,-6.24,-5.57, -0.29,-0.80,-1.46
11.01,-19.42,-8.44, 3.14,1.11,-1.98
4.10,-1.02,-1.73, 2.63,1.40,-0.37
8.32,-5.97,-2.03, -0.02,-0.02,-0.39
8.53,-4.83,-2.07, -0.20,-0.12,-0.10
8.93,-4.80,-2.35, -0.11,-0.14,0.04
8.48,-4.56,-1.92, -0.01,-0.08,0.06
9.00,-5.85,-1.70, -0.11,-0.04,0.17
9.07,-5.64,-2.00, -0.05,-0.09,-0.21
8.67,-5.66,-2.10, -0.11,-0.06,-0.16
9.38,-5.06,-2.04, -0.09,-0.06,-0.13
9.39,-4.68,-1.92, -0.01,-0.07,-0.01
8.90,-4.48,-2.40, -0.03,-0.13,-0.03
8.82,-4.58,-2.32, -0.05,-0.11,0.15
8.91,-5.24,-2.13, -0.01,-0.15,-0.11
9.14,-5.07,-2.20, 0.05,-0.02,-0.03
8.10,-5.08,-1.96, -0.01,-0.16,0.24
8.78,-5.66,-1.93, -0.03,0.02,-0.52
7.68,-5.71,-2.55, -0.31,-0.32,0.52
3.66,-6.78,-7.93, -0.30,-0.20,0.20
2.38,-5.98,-7.18, 0.01,-0.09,-0.22
3.48,-6.91,-8.89, 0.08,0.09,-0.21
3.69,-6.72,-7.64, -0.02,-0.09,-0.10
2.67,-6.05,-8.41, -0.08,-0.04,-0.02
2.46,-5.55,-6.82, -0.05,-0.00,-0.16
3.75,-7.55,-9.52, 0.22,0.09,-0.31
2.95,-5.74,-6.57, -0.44,-0.18,0.33
4.15,-6.96,-8.86, -0.26,-0.04,0.20
2.10,-5.75,-8.17, -0.02,-0.10,-0.10
3.55,-6.59,-7.99, -0.03,-0.08,-0.08
2.41,-5.88,-8.60, -0.01,-0.06,-0.09
2.26,-5.74,-6.51, -0.04,-0.08,-0.10
4.16,-6.98,-8.99, 0.22,0.20,-0.50
2.94,-6.29,-8.23, 0.33,0.52,-0.33
4.60,-6.56,-7.46, 0.01,0.60,-0.85
3.38,-5.70,-6.97, 0.02,0.86,-0.29
4.10,-5.06,-7.27, 0.00,0.74,-0.18
6.25,-6.23,-6.00, -0.02,0.02,-0.19
6.11,-6.05,-5.12, -0.11,0.10,0.13
6.92,-6.45,-5.05, -0.03,-0.05,0.02
6.72,-6.36,-6.00, 0.09,-0.02,-0.21
5.67,-5.81,-5.28, -0.04,0.02,-0.06
6.44,-6.15,-4.64, -0.17,-0.06,0.09
5.99,-5.90,-5.49, 0.05,0.06,-0.17
7.07,-6.34,-4.74, -0.26,-0.17,0.21
5.91,-5.80,-4.87, 0.01,-0.03,-0.06
6.01,-6.01,-5.81, 0.05,-0.04,-0.17
6.87,-6.63,-6.41, -0.11,0.00,0.08
5.85,-6.11,-5.88, -0.39,-0.02,0.25
2.61,-5.05,-9.51, -0.31,0.19,0.44
1.89,-5.43,-9.05, -0.23,0.06,0.33
3.12,-4.19,-8.93, -0.04,0.35,0.41
1.69,-4.79,-9.46, 0.14,-0.04,-0.51
1.63,-5.78,-10.34, 0.25,-0.77,-0.43
4.24,-5.56,-6.07, -0.32,0.90,0.93
1.85,-6.07,-9.11, -0.98,0.26,0.47
2.01,-6.80,-9.69, -0.85,-0.21,0.72
2.77,-3.96,-9.40, -0.16,0.40,0.25
3.30,-5.40,-7.66, -0.04,-0.74,-0.50
2.69,-4.81,-9.54, -0.25,-0.11,0.10
3.04,-2.71,-8.75, -0.40,0.36,0.40
2.26,-4.14,-9.43, -0.23,0.52,0.19
1.20,-4.47,-9.88, 0.21,-0.30,0.22
3.02,-4.43,-7.74, 0.18,-0.08,0.08
2.62,-5.04,-8.54, -0.09,-0.02,-0.24
2.23,-6.62,-7.97, 0.23,-0.40,-0.42
1.85,-3.63,-9.58, 0.06,0.09,-0.11
3.12,-4.96,-9.34, 0.11,0.22,-0.64
0.88,-4.96,-10.02, 0.02,0.81,-0.08
2.38,-6.25,-9.08, 0.02,-0.71,-1.21
1.07,-4.72,-9.55, 0.06,-0.59,-0.68
