AccX,AccY,AccZ,GyroX,GyroY,GyroZ
-4.84,8.41,2.36, 0.19,-0.37,-0.09
-3.25,8.60,2.41, 0.16,-0.53,0.09
-3.00,8.34,1.98, -0.03,-0.35,-0.03
-2.91,8.26,2.43, 0.02,-0.13,-0.34
-2.44,8.18,2.40, -0.22,0.02,-0.09
-3.04,7.46,2.07, -0.33,0.36,-0.02
-1.98,8.12,4.31, -0.48,0.45,-0.58
-3.84,8.30,3.49, -0.57,0.64,-0.19
-3.88,7.72,2.87, -0.65,0.54,-0.51
-7.45,3.09,-5.87, 0.19,-0.36,-0.10
-6.01,7.14,3.96, 0.94,-1.37,-0.60
-3.28,9.05,0.36, 0.52,-0.01,-0.45
-3.61,8.29,2.77, 0.54,-0.37,-0.44
-5.24,7.32,2.89, -0.55,-1.05,-0.54
-5.25,10.12,4.19, 1.35,-1.38,0.30
-6.99,5.98,1.71, 1.02,-0.53,1.81
-3.51,3.02,0.12, 0.31,-3.20,-0.95
-7.28,8.73,7.35, 0.65,-1.65,-0.88
-3.36,8.31,3.22, 0.46,-0.68,0.08
-4.66,7.08,3.14, 0.50,-0.78,0.56
-3.68,7.07,3.99, 0.44,-0.13,0.03
-2.50,7.70,3.29, 0.07,0.02,0.49
-1.40,8.78,2.88, 0.14,0.10,0.15
-1.42,8.83,2.94, -0.02,-0.33,0.24
-1.97,8.79,2.80, -0.05,-0.15,0.09
-1.70,8.93,2.47, 0.06,-0.55,-0.09
-0.86,8.86,2.43, -0.24,-0.47,-0.27
-2.29,7.95,2.53, -0.22,-0.78,-0.26
-1.95,9.55,2.75, 0.00,-0.86,-0.54
-3.58,8.11,3.20, -0.12,-0.51,-0.26
-1.04,6.26,3.22, -0.03,-0.76,-0.55
-2.83,9.88,4.65, 0.04,-0.25,-0.33
-1.85,7.44,3.40, -0.06,-0.00,-0.51
-4.07,8.06,4.57, -0.18,0.13,-0.28
-3.25,7.36,4.21, -0.11,0.18,0.24
-2.61,7.52,3.52, 0.25,-0.04,-0.26
-2.24,8.52,3.66, 0.36,0.79,0.31
-2.17,10.07,3.89, 0.30,1.41,0.55
-2.72,9.11,0.25, -1.02,-0.07,-0.18
-3.07,8.54,0.61, -1.18,0.22,-0.71
-3.46,7.40,4.98, -0.40,0.77,0.79
-2.81,7.69,5.30, -0.29,0.82,0.76
-3.13,8.07,4.88, -0.27,0.71,0.67
-2.83,7.05,4.66, -0.57,0.61,0.93
-1.79,7.99,4.53, 0.03,-0.09,-0.10
-2.72,7.19,4.03, 0.04,-0.12,-0.14
-2.13,8.47,4.52, 0.18,-0.06,-0.22
-1.76,8.15,3.95, 0.24,-0.05,-0.40
-3.85,7.94,3.15, -0.05,-0.09,-0.09
-3.67,7.27,3.15, 0.00,-0.07,-0.25
-4.08,7.77,3.32, -0.11,0.03,-0.31
-4.12,7.75,3.26, -0.05,-0.04,0.11
-3.49,7.08,3.01, -0.04,-0.04,-0.06
-3.86,8.43,3.27, 0.31,0.05,-0.30
-3.63,6.88,3.15, 0.15,0.40,0.09
-3.83,8.59,3.58, 0.29,0.43,-0.20
-3.39,7.33,2.63, 0.29,0.40,-0.05
-3.37,7.69,1.72, 0.31,0.70,-0.16
1.74,1.99,-0.24, 1.08,3.22,-0.09
1.85,4.22,-9.94, 0.12,-0.34,0.02
0.58,5.15,-11.92, -0.52,0.13,0.76
-2.58,6.66,1.72, 0.60,-0.04,-0.70
-2.97,5.89,1.14, 0.60,-0.27,-0.61
-1.55,4.95,-10.11, -0.41,0.01,0.41
-1.89,4.99,-10.11, -0.32,0.05,0.26
-2.29,5.67,-10.67, -0.46,-0.31,0.37
-1.85,6.28,-9.06, -0.55,-0.52,-0.07
-2.63,6.32,-7.72, -1.05,-1.39,0.23
-3.17,8.43,1.34, 1.09,0.38,-1.44
-7.64,7.85,-4.24, -0.83,0.98,0.35
-2.67,7.03,2.67, -0.00,0.12,0.14
1.28,4.62,-9.57, -0.48,-0.54,0.29
2.14,8.27,-3.85, -0.66,0.66,-0.62
2.88,4.51,-12.58, -0.49,-0.43,-0.19
0.84,5.15,-10.85, -0.54,-0.93,0.14
2.25,6.29,-7.60, -1.05,-1.13,0.16
-7.66,5.35,-1.97, -1.19,-0.61,0.56
-4.03,7.88,0.34, -0.40,0.36,0.37
-4.11,7.51,4.36, -0.38,0.29,1.05
-3.52,9.79,0.85, 0.12,-0.52,0.02
-3.84,7.51,1.30, -0.11,0.19,0.02
-4.18,7.90,1.53, 0.22,0.22,-0.04
-4.34,8.66,1.66, 0.30,-0.13,0.33
-4.28,8.23,0.74, 0.37,-0.18,-0.11
-3.46,7.28,0.28, 0.41,0.06,-0.08
-0.46,4.40,-10.17, -0.12,0.10,-0.03
0.63,5.16,-10.00, 0.11,0.17,-0.22
-0.56,6.02,-9.97, -0.68,-0.17,-0.27
-6.29,8.33,-3.41, -2.35,-0.93,0.84
-4.41,7.09,-0.74, -0.51,0.04,-0.28
-7.80,6.83,0.06, -0.06,0.16,0.01
-5.69,7.58,-0.07, 0.28,-0.46,-0.32
-5.18,7.51,0.00, 0.15,-0.56,-0.26
-5.87,7.78,0.48, -0.05,-0.19,0.00
-6.17,7.47,1.09, -0.13,-0.36,0.08
-4.36,7.63,1.14, -0.10,-0.18,-0.09
-5.00,6.73,1.44, -0.23,-0.02,0.06
-6.28,7.38,0.65, -0.04,0.03,0.01
-6.26,7.96,0.69, -0.14,-0.13,0.13
-5.64,8.03,0.45, -0.08,0.09,-0.05
-4.63,7.00,0.46, -0.10,0.05,-0.00
-6.62,7.96,0.72, 0.01,0.05,0.00
-5.79,7.32,-0.02, -0.05,-0.20,-0.07
-5.28,7.49,-0.06, -0.08,0.21,0.01
-15.79,5.27,-2.18, 0.50,1.02,-3.78
-5.49,7.57,-0.45, -0.03,-0.02,0.03
-5.88,7.86,-0.67, -0.01,-0.04,-0.07
-6.13,8.35,-0.27, -0.20,-0.52,0.04
-6.52,7.94,-0.16, -0.13,-0.67,-0.05
-5.85,8.31,-0.32, 0.36,-1.21,-0.28
-3.65,8.26,-0.26, 0.14,-0.98,-0.00
-5.36,7.67,0.83, -0.29,-0.42,0.42
-3.72,8.51,1.35, 0.05,-1.28,0.12
-2.32,10.81,0.60, -0.34,-0.24,-0.02
-2.18,6.98,0.72, -0.63,-0.05,0.34
-1.28,9.09,3.11, 0.21,-0.11,-0.37
-2.44,8.13,3.84, 0.19,0.15,-0.10
-2.53,7.45,0.64, -0.17,-0.13,0.67
-4.56,8.35,0.12, -0.71,0.72,0.66
-1.48,8.28,1.94, 0.02,0.43,0.02
-3.45,8.46,2.41, -0.60,0.27,-0.09
-5.14,8.74,10.19, -0.70,-0.32,0.25
-3.18,9.39,2.03, -0.54,1.59,0.62
-3.39,8.13,2.77, -0.57,1.05,0.43
-3.33,7.96,2.49, -0.46,0.58,0.31
-2.98,8.43,2.06, -0.13,0.33,0.04
-4.11,8.50,1.63, -0.09,-0.12,-0.15
-2.04,9.30,1.45, 0.45,-0.34,-0.89
-3.14,8.43,1.24, -0.44,-0.18,-0.13
-5.20,7.33,2.02, -0.06,-0.56,-0.20
-5.27,6.85,3.14, -0.03,-0.75,0.12
-4.04,8.48,2.78, 0.21,-0.54,-0.24
-3.98,7.99,1.87, -0.03,-0.12,0.03
-3.41,8.32,1.99, -0.17,0.07,0.19
-3.56,6.93,2.13, -0.31,0.31,-0.01
-3.94,6.64,2.50, -0.44,0.89,-0.17
-4.62,3.17,4.15, -0.10,-0.16,1.12
-7.42,4.78,2.67, -0.02,0.13,-0.56
-7.23,4.19,2.72, 0.33,0.53,-0.76
-9.03,3.60,0.33, -0.21,-0.40,0.07
-8.27,3.38,0.85, -0.30,-0.63,0.46
-6.31,2.07,2.20, 0.25,0.26,-1.10
-6.49,0.74,-1.57, 0.87,2.88,0.30
-9.63,2.50,-1.89, 0.44,0.32,-0.12
-8.85,1.74,1.31, -0.50,1.70,-0.66
-5.72,0.46,2.60, 0.70,-2.56,-0.72
-8.40,0.50,-1.56, -1.11,2.18,0.14
-7.66,3.42,-5.98, 0.86,-0.05,-1.87
-2.21,7.31,2.71, 0.73,-1.17,-0.73
-2.72,7.90,2.17, 0.45,-0.90,-0.69
-4.09,7.00,4.21, -0.20,-0.68,0.06
-3.18,6.76,4.16, 0.26,-0.49,-0.34
-2.94,6.35,3.22, 0.22,-0.46,-0.09
0.69,8.04,2.84, 0.69,0.30,-0.06
0.50,7.15,1.78, -0.16,1.58,-0.41
1.81,5.36,8.56, 0.47,-0.97,-1.06
-1.19,9.21,3.11, 0.03,-0.07,-0.11
-2.34,7.98,3.62, -0.01,0.01,-0.00
-2.08,8.39,2.69, -0.03,0.01,-0.10
-2.15,7.76,2.53, -0.08,0.21,-0.17
-2.32,7.83,2.38, -0.12,0.26,-0.08
-3.07,7.89,2.02, 0.16,0.24,-0.07
-0.70,7.98,-0.59, -2.32,2.49,1.13
-1.63,8.81,2.50, 0.08,-0.23,-0.23
-1.89,8.90,2.94, -0.06,0.12,0.13
-1.25,8.64,3.26, -0.04,0.63,0.22
-2.77,8.20,2.73, -0.21,0.49,0.28
-2.73,8.21,2.90, -0.05,-0.02,-0.13
-4.01,7.38,3.01, -0.42,-0.23,0.02
-3.58,7.92,4.15, -0.33,-0.33,-0.06
-3.84,8.85,3.76, -0.31,-0.35,0.15
-1.89,8.83,3.10, 0.06,-0.01,0.12
-2.80,7.78,3.70, 0.11,0.15,-0.19
-1.89,9.08,2.89, 0.15,-0.18,-0.23
-1.69,8.87,2.62, -0.10,0.06,-0.01
-2.63,9.21,2.70, -0.19,0.28,0.01
-4.00,7.94,3.11, -0.42,-0.42,0.12
-2.17,8.21,3.51, -0.36,-0.28,0.12
-3.57,7.48,4.02, -0.33,0.08,-0.02
-3.07,7.62,4.26, -0.23,0.11,-0.10
-3.60,7.59,3.93, -0.22,0.03,-0.04
-3.26,7.45,4.27, 0.01,-0.02,-0.08
-3.63,7.22,4.02, 0.04,-0.22,-0.08
-4.27,8.01,3.56, -0.00,-0.15,0.11
-3.02,7.07,4.22, 0.13,-0.33,-0.08
-1.93,8.41,4.24, 0.15,-0.25,-0.05
-1.58,8.41,4.00, 0.03,0.04,0.11
-2.07,8.60,3.43, 0.12,0.35,-0.04
-3.20,8.11,2.83, 0.16,0.78,0.05
-3.60,8.48,1.97, -0.11,1.07,0.59
-3.79,7.89,3.53, -0.07,0.65,0.34
-5.16,7.28,1.42, -0.31,0.19,0.09
